sgRNA	gene	CRISPR_C6976460.sample	ERS717283.plasmid
APEX2_CCDS14365.1_ex5_X:55033034-55033057:-_5-5	APEX2	93	179
TMEM260_CCDS9727.2_ex2_14:57052492-57052515:+_5-3	TMEM260	1174	794
ZNF672_CCDS1638.1_ex0_1:249141593-249141616:+_5-2	ZNF672	601	544
POM121_CCDS5542.1_ex5_7:72409906-72409929:+_5-4	POM121	880	492
TMPPE_CCDS33732.1_ex0_3:33134823-33134846:-_5-3	TMPPE	706	325
ARID1A_CCDS285.1_ex0_1:27023193-27023216:+_5-1	ARID1A	25	311
NR6A1_CCDS35137.1_ex6_9:127306093-127306116:+_5-2	NR6A1	621	661
GALNTL5_CCDS5929.1_ex1_7:151668090-151668113:+_5-2	GALNTL5	67	95
INPP1_CCDS2305.1_ex3_2:191233922-191233945:+_5-5	INPP1	77	143
AMIGO1_CCDS30795.1_ex0_1:110051279-110051302:+_5-4	AMIGO1	439	675
OBSL1_CCDS46520.1_ex19_2:220432892-220432915:+_5-1	OBSL1	1094	744
CLIC2_CCDS14767.1_ex3_X:154528174-154528197:+_5-3	CLIC2	628	395
SLC39A9_CCDS58327.1_ex2_14:69908963-69908986:-_5-5	SLC39A9	417	302
OPCML_CCDS31722.1_ex4_11:132398971-132398994:+_5-1	OPCML	962	473
KCNV1_CCDS6314.1_ex2_8:110986481-110986504:-_5-5	KCNV1	1462	789
EIF4E3_CCDS33786.1_ex2_3:71743038-71743061:+_8-4	EIF4E3	865	497
STX7_CCDS5153.1_ex4_6:132791711-132791734:-_5-2	STX7	145	261
LRRC17_CCDS34721.1_ex0_7:102574489-102574512:+_5-1	LRRC17	684	581
USE1_CCDS46011.1_ex3_19:17327071-17327094:+_5-3	USE1	845	923
FN1_CCDS2399.1_ex40_2:216292990-216293013:+_5-2	FN1	1038	830
TMEM106C_CCDS44867.1_ex1_12:48359117-48359140:-_5-4	TMEM106C	569	528
SNX29_CCDS10553.2_ex9_16:12162972-12162995:-_5-5	SNX29	1	0
FNDC3A_CCDS41886.1_ex10_13:49748666-49748689:+_5-4	FNDC3A	212	204
CLHC1_CCDS33201.1_ex3_2:55408709-55408732:-_5-1	CLHC1	117	93
CYLC2_CCDS35085.1_ex3_9:105767095-105767118:+_5-5	CYLC2	794	674
KCNIP2_CCDS41562.1_ex5_10:103588424-103588447:+_5-3	KCNIP2	1229	544
AP1S3_CCDS42827.1_ex3_2:224642454-224642477:-_5-4	AP1S3	910	552
INPP5B_CCDS41306.1_ex20_1:38409524-38409547:-_5-4	INPP5B	340	375
PASD1_CCDS35431.1_ex9_X:150832590-150832613:-_5-4	PASD1	247	206
RBAK_CCDS5337.1_ex3_7:5103833-5103856:+_5-5	RBAK	44	71
ADAMTS14_CCDS7306.1_ex10_10:72498624-72498647:+_5-5	ADAMTS14	649	388
CLN5_CCDS9456.1_ex0_13:77566200-77566223:+_5-1	CLN5	546	358
PVRL1_CCDS8425.1_ex6_11:119549234-119549257:-_5-2	PVRL1	3492	894
HIST1H4B_CCDS4572.1_ex0_6:26027299-26027322:-_5-2	HIST1H4B	868	522
TRPM6_CCDS55318.1_ex22_9:77415307-77415330:-_5-2	TRPM6	712	431
CARKD_CCDS55903.1_ex3_13:111287050-111287073:+_5-4	CARKD	1020	553
TG_CCDS34944.1_ex10_8:133906116-133906139:+_5-3	TG	623	699
USP53_CCDS43265.1_ex6_4:120181706-120181729:+_5-3	USP53	28	129
PXMP4_CCDS13225.1_ex2_20:32302498-32302521:+_5-2	PXMP4	543	640
KLHL36_CCDS10948.1_ex1_16:84690687-84690710:-_5-2	KLHL36	630	869
GRPEL2_CCDS4295.1_ex1_5:148727860-148727883:-_5-1	GRPEL2	388	589
TH_CCDS31338.1_ex9_11:2189316-2189339:+_5-3	TH	515	688
FBXO39_CCDS11082.1_ex0_17:6683741-6683764:-_5-3	FBXO39	1115	522
TCERG1_CCDS4282.1_ex2_5:145836848-145836871:+_5-4	TCERG1	25	106
MAP4K1_CCDS42564.1_ex28_19:39108015-39108038:-_5-5	MAP4K1	1903	494
C1orf68_CCDS44226.1_ex0_1:152692141-152692164:-_5-1	C1orf68	269	422
PPP1R15B_CCDS1445.1_ex1_1:204379702-204379725:-_5-2	PPP1R15B	418	696
GCM1_CCDS4950.1_ex1_6:52995617-52995640:-_5-2	GCM1	365	378
USP40_CCDS46547.1_ex25_2:234460034-234460057:+_5-3	USP40	44	236
SF3B3_CCDS10894.1_ex11_16:70589081-70589104:+_5-5	SF3B3	0	364
LDB3_CCDS41544.1_ex1_10:88439181-88439204:-_5-2	LDB3	0	62
CSMD1_CCDS55189.1_ex53_8:3253819-3253842:-_5-2	CSMD1	1131	418
IGSF11_CCDS2983.1_ex2_3:118624484-118624507:+_5-1	IGSF11	528	366
FOXRED1_CCDS8471.1_ex3_11:126143235-126143258:-_5-4	FOXRED1	708	594
ERMARD_CCDS34576.1_ex7_6:170160810-170160833:+_5-3	ERMARD	582	414
OXER1_CCDS1810.1_ex0_2:42990861-42990884:+_5-4	OXER1	199	472
RTL1_CCDS53910.1_ex0_14:101349846-101349869:-_5-4	RTL1	1981	869
TFPI2_CCDS5632.1_ex1_7:93516709-93516732:-_5-1	TFPI2	196	182
DUSP10_CCDS1528.1_ex0_1:221875994-221876017:-_10-3	DUSP10	104	356
TTC16_CCDS6875.1_ex4_9:130482435-130482458:+_5-2	TTC16	716	589
CCR7_CCDS11369.1_ex0_17:38711836-38711859:+_5-2	CCR7	1674	672
DUSP15_CCDS13193.1_ex0_20:30449426-30449449:-_8-2	DUSP15	394	700
HSPA14_CCDS60487.1_ex3_10:14885409-14885432:-_6-5	HSPA14	255	441
PAX9_CCDS9662.1_ex1_14:37132638-37132661:-_5-5	PAX9	159	325
ASB14_CCDS46856.2_ex3_3:57314442-57314465:+_5-1	ASB14	166	151
IL17A_CCDS4937.1_ex1_6:52052445-52052468:+_5-1	IL17A	273	317
UPB1_CCDS13827.1_ex1_22:24896170-24896193:+_5-1	UPB1	644	847
MRPS16_CCDS7323.1_ex1_10:75011578-75011601:-_5-2	MRPS16	592	311
ARNTL2_CCDS58219.1_ex3_12:27533263-27533286:+_5-3	ARNTL2	818	493
WWP1_CCDS6242.1_ex5_8:87414416-87414439:-_5-2	WWP1	944	821
TAP1_CCDS4758.1_ex10_6:32821314-32821337:-_5-3	TAP1	1058	838
TTC27_CCDS33176.1_ex7_2:32897400-32897423:-_5-2	TTC27	162	710
TXNRD3NB_CCDS33846.1_ex1_3:126291286-126291309:-_5-5	TXNRD3NB	649	704
CMAS_CCDS8696.1_ex1_12:22208100-22208123:-_5-3	CMAS	11	104
IGFL1_CCDS46123.1_ex2_19:46733648-46733671:-_5-5	IGFL1	1642	791
GPR32_CCDS12801.1_ex0_19:51274312-51274335:-_5-4	GPR32	1224	980
DPY19L2_CCDS31851.1_ex21_12:64061828-64061851:+_5-2	DPY19L2	297	317
HIST2H2AB_CCDS938.1_ex0_1:149859184-149859207:+_5-1	HIST2H2AB	603	430
BOLL_CCDS2324.1_ex4_2:198631285-198631308:+_5-3	BOLL	216	521
IGSF9_CCDS1190.1_ex7_1:159900624-159900647:+_5-1	IGSF9	594	637
RRAGA_CCDS6488.1_ex0_9:19049800-19049823:-_5-3	RRAGA	302	372
NPY5R_CCDS3804.1_ex0_4:164271902-164271925:+_5-3	NPY5R	608	386
CEP72_CCDS34126.1_ex5_5:635631-635654:+_5-5	CEP72	90	459
PIGP_CCDS13649.1_ex1_21:38439627-38439650:+_5-2	PIGP	0	15
TNFAIP8L1_CCDS12132.1_ex0_19:4651963-4651986:-_5-1	TNFAIP8L1	113	318
MET_CCDS43636.1_ex1_7:116371782-116371805:-_5-2	MET	1169	321
PIK3R5_CCDS11147.1_ex11_17:8793367-8793390:-_5-4	PIK3R5	1033	1012
TRIM29_CCDS8428.1_ex8_11:120008513-120008536:+_5-5	TRIM29	870	744
TIGD4_CCDS34079.1_ex0_4:153691739-153691762:-_5-4	TIGD4	253	221
CCDC174_CCDS2620.2_ex5_3:14706561-14706584:+_5-4	CCDC174	107	236
JMY_CCDS4047.3_ex0_5:78533005-78533028:-_5-4	JMY	1090	489
NSDHL_CCDS14717.1_ex3_X:152031211-152031234:-_5-5	NSDHL	237	303
TEX14_CCDS32692.1_ex28_17:56700251-56700274:+_5-5	TEX14	899	949
SRRD_CCDS42995.1_ex2_22:26884040-26884063:-_5-3	SRRD	238	359
MAN2C1_CCDS32298.1_ex15_15:75653642-75653665:+_5-3	MAN2C1	1242	693
SLC11A2_CCDS53791.1_ex7_12:51390677-51390700:+_5-1	SLC11A2	549	341
KLRF2_CCDS53743.1_ex3_12:10045709-10045732:+_5-4	KLRF2	315	475
TP53I3_CCDS1708.1_ex3_2:24305848-24305871:-_5-4	TP53I3	645	530
RGSL1_CCDS58049.1_ex5_1:182443064-182443087:+_5-5	RGSL1	512	650
LRFN5_CCDS9678.1_ex0_14:42356101-42356124:-_5-1	LRFN5	669	274
UBE2H_CCDS47710.1_ex1_7:129479127-129479150:+_5-2	UBE2H	44	383
SLC5A11_CCDS10625.1_ex9_16:24918047-24918070:+_5-5	SLC5A11	505	868
FGR_CCDS305.1_ex9_1:27949563-27949586:+_5-3	FGR	260	688
EVI2A_CCDS32608.1_ex0_17:29645631-29645654:-_5-1	EVI2A	89	49
RHOA_CCDS2795.1_ex2_3:49405971-49405994:-_5-3	RHOA	35	144
UBAP2_CCDS65026.1_ex17_9:33953335-33953358:-_5-5	UBAP2	44	110
DBP_CCDS12728.1_ex2_19:49139076-49139099:+_5-5	DBP	378	519
ANO4_CCDS31884.1_ex7_12:101430874-101430897:+_5-3	ANO4	259	221
F2RL2_CCDS4031.1_ex0_5:75913887-75913910:-_5-1	F2RL2	370	338
ACTR3B_CCDS34782.1_ex2_7:152497621-152497644:-_5-2	ACTR3B	43	376
CSF3R_CCDS412.1_ex10_1:36937902-36937925:+_5-3	CSF3R	924	382
EGFLAM_CCDS3924.1_ex11_5:38418218-38418241:-_13-7	EGFLAM	408	362
HIST1H3H_CCDS4627.1_ex0_6:27777967-27777990:-_5-2	HIST1H3H	1263	634
CBLC_CCDS12643.1_ex1_19:45284210-45284233:+_5-3	CBLC	578	872
CAAP1_CCDS55299.1_ex3_9:26886149-26886172:-_5-5	CAAP1	19	81
SH3RF1_CCDS34099.1_ex6_4:170051271-170051294:+_5-3	SH3RF1	210	254
MPO_CCDS11604.1_ex7_17:56356684-56356707:+_5-4	MPO	915	728
TULP4_CCDS34561.1_ex3_6:158870095-158870118:-_5-4	TULP4	1231	558
NCOR2_CCDS41857.2_ex41_12:124950763-124950786:+_5-3	NCOR2	902	375
IER3IP1_CCDS11933.1_ex1_18:44683886-44683909:-_5-4	IER3IP1	193	228
SEC31A_CCDS3596.1_ex16_4:83785606-83785629:-_5-1	SEC31A	552	617
LMCD1_CCDS33688.1_ex2_3:8579043-8579066:-_9-3	LMCD1	547	348
CHCHD4_CCDS2617.1_ex0_3:14154605-14154628:+_5-3	CHCHD4	129	352
ANKRD65_CCDS55558.1_ex1_1:1355814-1355837:-_9-2	ANKRD65	1225	668
APIP_CCDS7895.1_ex2_11:34909931-34909954:+_5-3	APIP	384	303
WISP1_CCDS56556.1_ex1_8:134239781-134239804:-_17-16	WISP1	0	26
TMEM145_CCDS12603.1_ex5_19:42819193-42819216:-_5-4	TMEM145	829	414
STAU1_CCDS13414.1_ex6_20:47739726-47739749:+_5-2	STAU1	158	421
MYL12A_CCDS11830.1_ex0_18:3253373-3253396:+_5-1	MYL12A	123	224
DNMT3A_CCDS33157.1_ex20_2:25523040-25523063:+_10-10	DNMT3A	3432	1291
DUSP27_CCDS30932.1_ex2_1:167086720-167086743:-_5-1	DUSP27	982	629
TRPM1_CCDS10024.2_ex11_15:31334345-31334368:+_7-1	TRPM1	589	414
FAM89B_CCDS44648.1_ex0_11:65340411-65340434:-_5-5	FAM89B	1033	854
ADAMTS12_CCDS34140.1_ex18_5:33662032-33662055:+_5-4	ADAMTS12	772	433
PIGV_CCDS287.1_ex1_1:27121085-27121108:-_5-3	PIGV	429	330
SMIM3_CCDS47312.2_ex0_5:150175121-150175144:-_3-3	SMIM3	635	495
GSS_CCDS13245.1_ex9_20:33530790-33530813:+_5-4	GSS	1232	737
LRWD1_CCDS34715.1_ex2_7:102106634-102106657:-_5-2	LRWD1	1100	755
CCDC13_CCDS2705.1_ex12_3:42794180-42794203:+_5-4	CCDC13	1016	654
CHST11_CCDS55878.1_ex2_12:105150961-105150984:-_5-4	CHST11	447	539
ATP6V0B_CCDS41315.1_ex1_1:44441993-44442016:-_5-1	ATP6V0B	858	642
CR1L_CCDS44310.1_ex4_1:207868032-207868055:-_5-5	CR1L	910	503
VSTM2B_CCDS46034.1_ex3_19:30020718-30020741:+_5-3	VSTM2B	1838	775
FZD7_CCDS2351.1_ex0_2:202899906-202899929:-_5-3	FZD7	90	207
ZNF57_CCDS12098.1_ex3_19:2917254-2917277:-_5-4	ZNF57	306	277
METAP1D_CCDS2246.1_ex1_2:172926371-172926394:-_5-1	METAP1D	0	17
PDRG1_CCDS13194.1_ex2_20:30536673-30536696:-_5-2	PDRG1	340	335
MED10_CCDS34134.1_ex1_5:6374455-6374478:-_5-1	MED10	2	37
IGSF8_CCDS1195.1_ex3_1:160063724-160063747:-_5-2	IGSF8	121	329
IRGM_CCDS47313.1_ex0_5:150227841-150227864:+_5-3	IRGM	597	234
ZC4H2_CCDS14380.1_ex3_X:64141749-64141772:-_5-5	ZC4H2	1373	582
NIT1_CCDS1218.1_ex3_1:161089284-161089307:+_5-5	NIT1	582	282
HRASLS5_CCDS53646.1_ex4_11:63257733-63257756:-_5-3	HRASLS5	517	394
MBD1_CCDS11941.1_ex6_18:47802073-47802096:+_5-1	MBD1	655	569
ZNF215_CCDS7775.1_ex0_11:6953664-6953687:-_5-1	ZNF215	25	119
MIOX_CCDS14092.1_ex4_22:50926718-50926741:+_5-4	MIOX	1377	824
TNPO2_CCDS45991.1_ex13_19:12822116-12822139:-_5-1	TNPO2	809	467
RGS5_CCDS1244.1_ex1_1:163122350-163122373:-_9-5	RGS5	8	129
CKAP5_CCDS31477.1_ex20_11:46797891-46797914:+_5-1	CKAP5	7	389
SEPT5_CCDS13764.1_ex4_22:19707656-19707679:+_5-2	SEPT5	117	163
TGFBRAP1_CCDS2067.1_ex10_2:105924377-105924400:+_5-4	TGFBRAP1	171	456
SLC9A7_CCDS14269.1_ex14_X:46539111-46539134:-_5-3	SLC9A7	117	143
JMJD7_CCDS45240.1_ex1_15:42126984-42127007:-_5-2	JMJD7	465	366
S1PR5_CCDS12240.1_ex0_19:10625402-10625425:+_5-4	S1PR5	1013	638
FAM174B_CCDS45355.1_ex2_15:93198702-93198725:+_5-3	FAM174B	442	384
PROX2_CCDS45136.2_ex2_14:75330267-75330290:-_5-2	PROX2	106	362
PRSS22_CCDS10481.1_ex3_16:2906074-2906097:+_5-4	PRSS22	0	66
NUP210L_CCDS41399.1_ex25_1:154067424-154067447:-_5-1	NUP210L	1242	714
SGPP1_CCDS9760.1_ex2_14:64194319-64194342:-_5-2	SGPP1	1040	659
ALDH3B2_CCDS31622.1_ex5_11:67433833-67433856:-_5-3	ALDH3B2	312	392
ITIH6_CCDS14361.1_ex5_X:54785115-54785138:-_5-1	ITIH6	1015	599
KCNK10_CCDS9880.1_ex5_14:88729574-88729597:+_5-4	KCNK10	978	613
DGUOK_CCDS1931.1_ex2_2:74173930-74173953:-_5-4	DGUOK	93	197
PAIP1_CCDS3947.1_ex7_5:43543157-43543180:+_5-5	PAIP1	164	70
FREM1_CCDS47952.1_ex21_9:14812890-14812913:-_7-6	FREM1	805	685
SLC26A2_CCDS4300.1_ex1_5:149359858-149359881:+_5-3	SLC26A2	246	290
C5orf15_CCDS4167.1_ex2_5:133304131-133304154:+_5-5	C5orf15	504	673
LIPH_CCDS3272.1_ex8_3:185252792-185252815:+_5-5	LIPH	535	943
TGFB3_CCDS9846.1_ex4_14:76437551-76437574:-_5-1	TGFB3	1196	521
CTTN_CCDS41680.1_ex6_11:70265870-70265893:+_5-4	CTTN	98	335
PHF13_CCDS85.1_ex2_1:6680099-6680122:+_5-4	PHF13	631	488
NECAB2_CCDS10940.1_ex6_16:84027978-84028001:+_5-5	NECAB2	1128	518
RAB3A_CCDS12372.1_ex2_19:18311147-18311170:+_5-3	RAB3A	310	348
SNX6_CCDS41942.1_ex7_14:35066793-35066816:-_5-5	SNX6	0	0
ASTN2_CCDS48009.2_ex5_9:119382580-119382603:+_14-4	ASTN2	613	565
USP14_CCDS32780.1_ex1_18:163417-163440:+_5-1	USP14	31	130
ARHGEF17_CCDS8221.1_ex0_11:73022423-73022446:-_5-5	ARHGEF17	511	395
LGALS1_CCDS13954.1_ex2_22:38074554-38074577:-_5-3	LGALS1	789	507
MBOAT1_CCDS34346.1_ex5_6:20124797-20124820:-_5-1	MBOAT1	876	491
RGS21_CCDS41448.1_ex2_1:192321290-192321313:-_5-3	RGS21	100	163
KLRG2_CCDS5854.1_ex4_7:139168263-139168286:+_5-5	KLRG2	1066	869
YIF1B_CCDS12512.1_ex4_19:38799644-38799667:+_5-2	YIF1B	568	415
IRS1_CCDS2463.1_ex0_2:227662758-227662781:-_5-4	IRS1	1101	828
FAM109A_CCDS53833.1_ex0_12:111800969-111800992:-_5-3	FAM109A	733	490
RAF1_CCDS2612.1_ex11_3:12647765-12647788:-_5-3	RAF1	102	82
SPNS2_CCDS42237.1_ex2_17:4428397-4428420:+_5-3	SPNS2	211	453
NLRP8_CCDS12937.1_ex2_19:56466406-56466429:-_5-3	NLRP8	458	313
C3orf20_CCDS33706.1_ex2_3:14731508-14731531:+_5-1	C3orf20	216	453
WDPCP_CCDS42688.1_ex13_2:63712052-63712075:-_5-3	WDPCP	440	299
COL22A1_CCDS6376.1_ex62_8:139890298-139890321:+_5-5	COL22A1	705	629
ABHD13_CCDS32007.1_ex0_13:108881899-108881922:-_5-2	ABHD13	0	10
HDAC7_CCDS41776.1_ex14_12:48188655-48188678:-_5-1	HDAC7	75	184
CYP4A22_CCDS30707.1_ex3_1:47607853-47607876:+_5-3	CYP4A22	1190	571
RIMS2_CCDS43761.1_ex19_8:105261781-105261804:-_10-10	RIMS2	13	100
KLHL1_CCDS9445.1_ex10_13:70681352-70681375:-_5-2	KLHL1	1486	420
CCDC11_CCDS11940.2_ex4_18:47777889-47777912:+_5-2	CCDC11	1272	864
IFNL1_CCDS12531.1_ex0_19:39787162-39787185:-_5-2	IFNL1	586	623
ZYG11A_CCDS44148.1_ex3_1:53326433-53326456:+_5-5	ZYG11A	524	363
MAS1L_CCDS4661.1_ex0_6:29455399-29455422:+_5-5	MAS1L	89	232
C9orf85_CCDS6639.1_ex2_9:74586426-74586449:+_5-3	C9orf85	23	35
SPINT4_CCDS33477.1_ex1_20:44352510-44352533:+_5-4	SPINT4	64	276
EFNB2_CCDS9507.1_ex2_13:107148158-107148181:-_5-1	EFNB2	336	471
CFHR5_CCDS1387.1_ex4_1:196965016-196965039:-_5-4	CFHR5	0	13
IL2RA_CCDS7076.1_ex6_10:6067806-6067829:+_5-4	IL2RA	771	743
SSBP4_CCDS12378.1_ex1_19:18538219-18538242:-_5-1	SSBP4	430	299
SLC45A1_CCDS30577.1_ex3_1:8390622-8390645:-_5-5	SLC45A1	1693	919
TMEM252_CCDS35040.1_ex1_9:71155591-71155614:+_5-4	TMEM252	202	301
SEPT1_CCDS10678.3_ex7_16:30393187-30393210:+_5-4	SEPT1	699	541
TDRKH_CCDS41394.1_ex8_1:151751675-151751698:-_5-3	TDRKH	181	279
GINS1_CCDS33451.1_ex4_20:25405908-25405931:+_5-5	GINS1	0	128
TBC1D10A_CCDS13874.1_ex8_22:30722673-30722696:-_5-4	TBC1D10A	2300	1147
HLTF_CCDS33875.1_ex23_3:148802472-148802495:-_5-4	HLTF	556	104
C17orf70_CCDS32765.2_ex6_17:79517556-79517579:+_5-2	C17orf70	371	540
ARHGAP21_CCDS7144.2_ex13_10:24890910-24890933:-_5-1	ARHGAP21	665	279
C4orf48_CCDS47000.2_ex0_4:2044200-2044223:-_6-4	C4orf48	1529	985
XAF1_CCDS11080.1_ex3_17:6663735-6663758:-_5-3	XAF1	1058	619
TMEM95_CCDS32546.1_ex0_17:7258686-7258709:-_5-2	TMEM95	629	467
RCC2_CCDS181.1_ex9_1:17752093-17752116:+_5-3	RCC2	660	562
QRICH2_CCDS32741.1_ex16_17:74300514-74300537:-_5-5	QRICH2	288	201
ZXDB_CCDS35313.1_ex0_X:57618872-57618895:+_5-1	ZXDB	897	502
RPL26_CCDS11142.1_ex1_17:8283100-8283123:+_5-1	RPL26	0	279
ST6GALNAC1_CCDS11748.1_ex7_17:74625333-74625356:+_5-4	ST6GALNAC1	620	614
PLEKHG4_CCDS32466.1_ex5_16:67315717-67315740:+_5-2	PLEKHG4	488	619
TPO_CCDS1643.1_ex4_2:1457488-1457511:+_5-2	TPO	1226	780
VPS37B_CCDS9239.1_ex0_12:123351967-123351990:+_5-1	VPS37B	2352	949
PET112_CCDS3776.1_ex9_4:152638058-152638081:-_5-4	PET112	323	685
ZNF646_CCDS10702.1_ex0_16:31089056-31089079:+_5-4	ZNF646	502	692
C7orf60_CCDS43634.1_ex4_7:112579667-112579690:-_5-5	C7orf60	254	397
DGCR6L_CCDS13778.1_ex3_22:20307194-20307217:+_5-3	DGCR6L	476	1075
MTX1_CCDS1100.1_ex0_1:155178801-155178824:+_5-2	MTX1	1466	913
TAF4B_CCDS42421.1_ex1_18:23845208-23845231:+_5-4	TAF4B	69	40
POLR2E_CCDS12056.1_ex5_19:1093982-1094005:-_5-4	POLR2E	163	443
CXorf56_CCDS14579.1_ex3_X:118678388-118678411:+_7-1	CXorf56	209	205
RAB12_CCDS42410.1_ex0_18:8609831-8609854:-_5-1	RAB12	592	450
IL6_CCDS5375.1_ex1_7:22767208-22767231:+_5-2	IL6	398	511
CYB5B_CCDS10880.2_ex0_16:69458720-69458743:-_5-3	CYB5B	1515	673
SMYD1_CCDS33240.1_ex3_2:88390521-88390544:+_5-5	SMYD1	174	117
BRSK1_CCDS12921.1_ex5_19:55805587-55805610:-_5-1	BRSK1	460	349
NACA2_CCDS11630.1_ex0_17:59668213-59668236:-_5-2	NACA2	42	120
STK35_CCDS13024.2_ex0_20:2082675-2082698:+_5-1	STK35	557	470
CPA1_CCDS5820.1_ex3_7:130022028-130022051:+_5-4	CPA1	1413	579
CCDC122_CCDS9390.2_ex2_13:44433829-44433852:-_5-3	CCDC122	0	184
CACNG3_CCDS10620.1_ex3_16:24372796-24372819:+_5-4	CACNG3	75	226
IGSF23_CCDS54277.1_ex1_19:45127254-45127277:-_5-5	IGSF23	1021	520
ASTN1_CCDS1319.1_ex22_1:177133649-177133672:+_5-5	ASTN1	582	909
FOXC2_CCDS10958.1_ex0_16:86601598-86601621:-_5-4	FOXC2	1722	735
PLA2G5_CCDS202.1_ex1_1:20412606-20412629:+_5-1	PLA2G5	15	182
ADAMTS4_CCDS1223.1_ex6_1:161166054-161166077:+_5-1	ADAMTS4	433	683
SP4_CCDS5373.1_ex2_7:21469545-21469568:+_5-3	SP4	47	57
NCS1_CCDS48043.1_ex3_9:132982036-132982059:+_5-2	NCS1	1644	821
SCN5A_CCDS46796.1_ex11_3:38622720-38622743:+_5-1	SCN5A	390	439
DNAJC28_CCDS13626.1_ex0_21:34861063-34861086:-_5-3	DNAJC28	179	173
FABP3_CCDS342.1_ex2_1:31842380-31842403:-_5-5	FABP3	288	716
SNCG_CCDS7380.1_ex1_10:88719409-88719432:+_5-3	SNCG	770	376
NEURL1B_CCDS47342.1_ex1_5:172097198-172097221:-_5-4	NEURL1B	539	313
GNL2_CCDS421.1_ex12_1:38056305-38056328:+_5-4	GNL2	107	350
CLASRP_CCDS12652.2_ex6_19:45562585-45562608:-_5-4	CLASRP	675	475
CDKN2AIP_CCDS34110.1_ex0_4:184366131-184366154:-_5-3	CDKN2AIP	1297	874
UPF1_CCDS12386.1_ex11_19:18966760-18966783:+_5-5	UPF1	113	468
GRM1_CCDS47497.1_ex0_6:146350904-146350927:+_5-2	GRM1	146	108
UROD_CCDS518.1_ex4_1:45479345-45479368:+_5-3	UROD	16	256
RELL1_CCDS43221.1_ex1_4:37636638-37636661:-_5-2	RELL1	352	669
CFC1B_CCDS33286.1_ex2_2:131279542-131279565:+_5-1	CFC1B	636	594
SLC45A1_CCDS30577.1_ex3_1:8390290-8390313:+_5-3	SLC45A1	207	395
GEMIN2_CCDS32068.1_ex2_14:39587270-39587293:+_5-4	GEMIN2	32	142
WDR73_CCDS45339.1_ex3_15:85191139-85191162:-_5-2	WDR73	172	631
TIMP3_CCDS13911.1_ex2_22:33253294-33253317:+_5-2	TIMP3	602	583
SHISA6_CCDS45615.1_ex0_17:11145280-11145303:-_5-5	SHISA6	748	609
RAB18_CCDS58073.1_ex3_10:27822862-27822885:+_7-5	RAB18	142	64
HLA-DMB_CCDS4760.1_ex3_6:32905147-32905170:+_5-2	HLA-DMB	346	302
HRK_CCDS9181.1_ex0_12:117318934-117318957:+_5-2	HRK	16	479
ZNF655_CCDS34695.1_ex1_7:99161491-99161514:+_11-6	ZNF655	1827	1055
SLCO6A1_CCDS34206.1_ex8_5:101795450-101795473:-_5-2	SLCO6A1	125	100
MIP_CCDS8919.1_ex3_12:56848073-56848096:+_5-3	MIP	276	243
MMP24_CCDS46593.1_ex1_20:33834730-33834753:-_5-1	MMP24	268	369
CCL13_CCDS11281.1_ex1_17:32684535-32684558:+_5-2	CCL13	197	148
ERLIN2_CCDS34879.1_ex3_8:37601917-37601940:-_5-5	ERLIN2	2265	1579
MTMR6_CCDS9313.1_ex9_13:25840029-25840052:+_5-2	MTMR6	394	667
DPCR1_CCDS4692.2_ex1_6:30916679-30916702:+_5-3	DPCR1	538	613
AARS_CCDS32474.1_ex13_16:70302238-70302261:+_5-2	AARS	106	744
MED18_CCDS322.1_ex1_1:28661006-28661029:-_5-2	MED18	528	334
TEX37_CCDS2003.1_ex1_2:88825997-88826020:+_5-1	TEX37	876	455
ZNF99_CCDS59369.1_ex0_19:22942343-22942366:-_5-2	ZNF99	187	163
PHF2_CCDS35069.1_ex11_9:96422475-96422498:+_5-5	PHF2	507	451
PLEKHM2_CCDS44063.1_ex3_1:16044463-16044486:-_5-2	PLEKHM2	881	529
NAPSA_CCDS12794.1_ex4_19:50864357-50864380:-_5-2	NAPSA	350	572
TLL1_CCDS3811.1_ex2_4:166913994-166914017:+_5-4	TLL1	38	123
MDM4_CCDS1447.1_ex1_1:204495502-204495525:-_15-1	MDM4	41	85
CPM_CCDS8987.1_ex5_12:69265680-69265703:-_5-4	CPM	586	210
WDR11_CCDS7619.1_ex4_10:122622239-122622262:+_5-3	WDR11	0	0
ZNF250_CCDS34972.1_ex0_8:146108041-146108064:+_5-1	ZNF250	257	364
APOC2_CCDS12650.1_ex1_19:45451979-45452002:-_5-1	APOC2	1053	672
IRF2BPL_CCDS9854.1_ex0_14:77493207-77493230:+_5-1	IRF2BPL	921	455
MLLT1_CCDS12160.1_ex10_19:6270652-6270675:+_5-5	MLLT1	860	884
ZNF630_CCDS35237.2_ex0_X:47919454-47919477:-_5-4	ZNF630	23	34
C1S_CCDS31735.1_ex4_12:7172535-7172558:-_5-3	C1S	492	550
DCDC2B_CCDS44100.1_ex1_1:32676867-32676890:+_5-3	DCDC2B	14	118
TASP1_CCDS13116.1_ex10_20:13604119-13604142:+_5-4	TASP1	432	560
TMEM246_CCDS6757.1_ex0_9:104238818-104238841:+_5-1	TMEM246	364	316
POP5_CCDS9202.1_ex3_12:121018916-121018939:-_5-2	POP5	1160	1393
FAM124B_CCDS2461.1_ex1_2:225266226-225266249:-_5-4	FAM124B	692	700
