sgRNA	gene	CRISPR_C6596653.sample	ERS717283.plasmid
GPBP1L1_CCDS528.1_ex5_1:46105934-46105957:-_5-1	GPBP1L1	175	239
CTLA4_CCDS2362.1_ex1_2:204735450-204735473:+_5-4	CTLA4	144	336
METTL20_CCDS8724.1_ex1_12:31819063-31819086:+_5-4	METTL20	595	468
PRR23C_CCDS46924.1_ex0_3:138763190-138763213:+_5-3	PRR23C	1248	672
TULP1_CCDS4807.1_ex11_6:35479448-35479471:+_5-3	TULP1	222	336
MOGAT2_CCDS8240.1_ex3_11:75439009-75439032:-_5-5	MOGAT2	946	464
C19orf33_CCDS12511.1_ex1_19:38795068-38795091:-_5-1	C19orf33	544	451
PSAPL1_CCDS47009.1_ex0_4:7436347-7436370:+_5-3	PSAPL1	1065	728
TSC22D3_CCDS14530.1_ex2_X:107018439-107018462:-_13-11	TSC22D3	144	209
EHD4_CCDS10081.1_ex2_15:42211515-42211538:-_5-2	EHD4	1009	775
RRP12_CCDS44467.1_ex19_10:99139100-99139123:+_5-1	RRP12	100	363
SQSTM1_CCDS34317.1_ex2_5:179250932-179250955:+_5-1	SQSTM1	396	482
C17orf58_CCDS42375.1_ex0_17:65989123-65989146:+_8-6	C17orf58	267	328
PPM1F_CCDS13796.1_ex4_22:22288454-22288477:+_5-3	PPM1F	472	616
NOTCH2_CCDS908.1_ex24_1:120508123-120508146:-_5-5	NOTCH2	407	385
MON1B_CCDS10925.1_ex2_16:77228520-77228543:-_5-4	MON1B	538	692
HSFX1_CCDS44011.1_ex0_X:148856546-148856569:-_5-2	HSFX1	1476	1440
CNOT6_CCDS4455.1_ex2_5:179980413-179980436:+_5-2	CNOT6	916	687
ERF_CCDS12600.1_ex1_19:42754039-42754062:+_5-5	ERF	261	255
AGPAT6_CCDS6117.1_ex1_8:41466978-41467001:-_5-2	AGPAT6	209	369
VIPAS39_CCDS53905.1_ex15_14:77916045-77916068:+_5-3	VIPAS39	162	199
GRHL1_CCDS33144.2_ex4_2:10102598-10102621:+_5-3	GRHL1	1641	950
ALYREF_CCDS32768.2_ex4_17:79848672-79848695:-_5-2	ALYREF	38	287
DBF4B_CCDS11485.1_ex3_17:42807391-42807414:+_5-2	DBF4B	134	333
HOXC8_CCDS8870.1_ex0_12:54403310-54403333:-_5-4	HOXC8	837	658
C9orf170_CCDS35058.1_ex0_9:89763780-89763803:+_5-3	C9orf170	288	238
MRPL27_CCDS11564.1_ex2_17:48447877-48447900:-_5-5	MRPL27	225	307
BLM_CCDS10363.1_ex5_15:91303902-91303925:+_5-2	BLM	516	609
POMC_CCDS1717.1_ex0_2:25384305-25384328:-_5-2	POMC	1291	908
FTSJ2_CCDS5328.1_ex1_7:2279114-2279137:+_5-3	FTSJ2	231	504
RGS1_CCDS1375.2_ex2_1:192545921-192545944:+_5-5	RGS1	350	275
ASB9_CCDS14163.1_ex5_X:15287892-15287915:+_5-5	ASB9	780	485
ZNF226_CCDS46102.1_ex1_19:44676328-44676351:+_9-3	ZNF226	171	157
PLCB2_CCDS42020.1_ex25_15:40594194-40594217:+_5-4	PLCB2	815	647
SEMA4C_CCDS2029.1_ex12_2:97532088-97532111:-_5-4	SEMA4C	873	697
BICC1_CCDS31206.1_ex0_10:60273081-60273104:-_5-1	BICC1	373	301
IFNA8_CCDS6507.1_ex0_9:21409294-21409317:-_5-2	IFNA8	852	707
ISY1_CCDS43149.1_ex3_3:128853689-128853712:-_5-2	ISY1	70	342
RBM20_CCDS44477.1_ex1_10:112541404-112541427:+_5-2	RBM20	748	579
ANKEF1_CCDS13108.1_ex4_20:10030058-10030081:+_5-3	ANKEF1	104	100
HERC4_CCDS41533.1_ex23_10:69832689-69832712:-_8-5	HERC4	130	68
ZNF317_CCDS12210.1_ex5_19:9270905-9270928:-_5-4	ZNF317	1409	1526
COL15A1_CCDS35081.1_ex12_9:101784426-101784449:-_5-3	COL15A1	390	427
ASNSD1_CCDS2300.1_ex0_2:190531745-190531768:+_5-5	ASNSD1	122	187
MAP10_CCDS44334.1_ex0_1:232941587-232941610:-_5-3	MAP10	1073	618
PRND_CCDS13081.1_ex0_20:4705395-4705418:+_5-2	PRND	1363	687
PADI1_CCDS178.1_ex4_1:17552322-17552345:-_5-3	PADI1	657	585
MSTN_CCDS2303.1_ex1_2:190924920-190924943:+_5-1	MSTN	766	599
ZCCHC16_CCDS35369.1_ex0_X:111698140-111698163:-_5-2	ZCCHC16	316	258
IFFO2_CCDS44076.1_ex8_1:19282693-19282716:-_5-5	IFFO2	722	485
CDH10_CCDS3892.1_ex5_5:24509905-24509928:+_5-2	CDH10	571	446
ABHD4_CCDS9572.1_ex2_14:23072555-23072578:+_5-4	ABHD4	288	310
SYNJ1_CCDS33539.2_ex25_21:34060645-34060668:-_5-3	SYNJ1	236	385
EVC2_CCDS3382.2_ex16_4:5687093-5687116:+_5-3	EVC2	723	556
HLX_CCDS1527.1_ex0_1:221053340-221053363:+_5-1	HLX	903	566
KIAA0101_CCDS10193.1_ex2_15:64673155-64673178:-_5-4	KIAA0101	185	286
C1orf141_CCDS30745.1_ex4_1:67591475-67591498:+_5-3	C1orf141	85	96
COL1A2_CCDS34682.1_ex16_7:94038716-94038739:-_5-2	COL1A2	187	219
CREBBP_CCDS10509.1_ex21_16:3828094-3828117:-_5-1	CREBBP	290	181
CR1_CCDS44308.1_ex0_1:207669689-207669712:-_5-1	CR1	458	478
HGD_CCDS3000.1_ex5_3:120365112-120365135:-_5-1	HGD	460	259
MTIF2_CCDS1853.1_ex11_2:55489475-55489498:-_5-5	MTIF2	158	190
FAM195A_CCDS10415.1_ex1_16:692239-692262:-_5-2	FAM195A	725	759
MRGPRF_CCDS8188.1_ex0_11:68773434-68773457:+_5-4	MRGPRF	722	568
JMJD6_CCDS42383.1_ex5_17:74721855-74721878:-_5-4	JMJD6	548	396
COQ10B_CCDS2319.1_ex2_2:198327280-198327303:+_5-3	COQ10B	57	109
FITM2_CCDS33473.1_ex0_20:42935698-42935721:-_5-1	FITM2	126	141
FNBP1_CCDS48040.1_ex13_9:132740874-132740897:+_5-5	FNBP1	0	1
BDKRB2_CCDS9942.1_ex1_14:96707180-96707203:+_5-5	BDKRB2	1015	460
INS-IGF2_CCDS41598.1_ex1_11:2170432-2170455:+_4-2	INS-IGF2	749	437
CYHR1_CCDS47943.1_ex3_8:145689873-145689896:-_5-2	CYHR1	451	467
CD70_CCDS12170.1_ex2_19:6590922-6590945:-_5-5	CD70	1261	865
TUBB4A_CCDS12168.1_ex0_19:6496222-6496245:-_5-3	TUBB4A	466	573
TNFAIP2_CCDS9979.1_ex5_14:103597384-103597407:-_5-5	TNFAIP2	456	404
ITIH4_CCDS2865.1_ex16_3:52858448-52858471:-_5-1	ITIH4	409	239
PDP1_CCDS55262.1_ex1_8:94934856-94934879:-_5-3	PDP1	1339	1020
DFNB59_CCDS42787.1_ex2_2:179320787-179320810:+_5-4	DFNB59	580	490
DDAH1_CCDS44170.1_ex1_1:85790520-85790543:+_7-2	DDAH1	571	532
SEC31A_CCDS3596.1_ex20_4:83793161-83793184:+_5-4	SEC31A	425	401
TRAF3_CCDS55946.1_ex3_14:103342840-103342863:+_5-4	TRAF3	772	874
VPS33A_CCDS9231.1_ex9_12:122745979-122746002:-_5-4	VPS33A	127	247
FCGBP_CCDS12546.1_ex31_19:40421423-40421446:-_5-1	FCGBP	417	581
N6AMT2_CCDS9293.1_ex2_13:21311913-21311936:+_5-4	N6AMT2	25	51
ZNF141_CCDS33931.1_ex2_4:338197-338220:+_4-2	ZNF141	132	452
CPB1_CCDS33874.1_ex3_3:148558515-148558538:+_5-2	CPB1	641	606
HYOU1_CCDS8408.1_ex14_11:118922544-118922567:-_5-3	HYOU1	102	394
ZNF236_CCDS42447.1_ex7_18:74592141-74592164:-_5-2	ZNF236	663	760
LPPR2_CCDS12258.1_ex2_19:11470604-11470627:-_5-4	LPPR2	762	680
DUOXA1_CCDS10119.1_ex6_15:45414389-45414412:+_5-4	DUOXA1	550	487
AFMID_CCDS32750.2_ex4_17:76200786-76200809:-_5-5	AFMID	143	179
ASB14_CCDS46856.2_ex7_3:57323120-57323143:+_5-4	ASB14	37	87
NOXA1_CCDS59157.1_ex3_9:140323451-140323474:-_5-4	NOXA1	601	961
ZBTB45_CCDS12984.1_ex1_19:59028750-59028773:-_5-4	ZBTB45	864	908
BTAF1_CCDS7419.1_ex5_10:93713514-93713537:+_5-1	BTAF1	260	591
KDM6B_CCDS32552.1_ex7_17:7751708-7751731:+_5-5	KDM6B	491	442
SLC36A2_CCDS4315.1_ex4_5:150715021-150715044:+_5-2	SLC36A2	344	480
ATP4B_CCDS9539.1_ex5_13:114309127-114309150:-_5-4	ATP4B	13	4
NDUFS7_CCDS12063.1_ex5_19:1391132-1391155:-_5-5	NDUFS7	315	632
SULT2B1_CCDS12723.1_ex3_19:49094911-49094934:+_5-4	SULT2B1	418	523
ADD2_CCDS1906.1_ex12_2:70931458-70931481:+_5-3	ADD2	0	6
TMEM169_CCDS2401.1_ex1_2:216964681-216964704:+_5-3	TMEM169	668	566
RPL37_CCDS3934.1_ex1_5:40834359-40834382:-_5-2	RPL37	0	0
AIFM1_CCDS14618.1_ex4_X:129270143-129270166:+_5-4	AIFM1	84	465
SAMD9L_CCDS34681.1_ex0_7:92762904-92762927:-_5-1	SAMD9L	0	1
SGCD_CCDS47325.1_ex5_5:156074459-156074482:+_5-5	SGCD	621	551
MADCAM1_CCDS12028.1_ex2_19:498495-498518:-_5-4	MADCAM1	636	682
DYTN_CCDS46502.1_ex7_2:207569598-207569621:-_5-3	DYTN	429	459
NRSN1_CCDS4549.1_ex0_6:24134698-24134721:-_5-2	NRSN1	343	322
KCNQ4_CCDS456.1_ex2_1:41283843-41283866:+_5-1	KCNQ4	425	543
MCAM_CCDS31690.1_ex13_11:119185530-119185553:+_5-2	MCAM	747	569
HJURP_CCDS33406.1_ex7_2:234762488-234762511:-_5-4	HJURP	0	483
EXOC3L1_CCDS10832.1_ex9_16:67221454-67221477:-_5-2	EXOC3L1	1125	532
FNBP1_CCDS48040.1_ex13_9:132740833-132740856:-_5-4	FNBP1	65	170
LIN28A_CCDS280.1_ex2_1:26751791-26751814:+_5-4	LIN28A	197	255
UNC13A_CCDS46013.2_ex28_19:17759394-17759417:+_5-2	UNC13A	529	535
C9orf91_CCDS6808.1_ex1_9:117386660-117386683:-_5-1	C9orf91	397	234
TIMMDC1_CCDS33831.1_ex2_3:119222410-119222433:+_5-5	TIMMDC1	270	667
ATP2A1_CCDS10643.1_ex7_16:28899031-28899054:-_5-4	ATP2A1	799	487
FFAR2_CCDS12461.1_ex0_19:35940798-35940821:+_5-1	FFAR2	677	380
EFCAB6_CCDS14049.1_ex17_22:44067936-44067959:-_5-1	EFCAB6	478	424
TARS_CCDS3899.1_ex8_5:33457356-33457379:+_5-5	TARS	551	333
THAP6_CCDS3568.1_ex1_4:76442167-76442190:+_5-4	THAP6	281	217
ARL14_CCDS3192.1_ex0_3:160395403-160395426:+_5-5	ARL14	172	234
NUDT13_CCDS31220.1_ex4_10:74884889-74884912:-_11-7	NUDT13	210	268
CDK12_CCDS11337.1_ex0_17:37619294-37619317:-_5-4	CDK12	454	660
TMEM259_CCDS12052.1_ex7_19:1013329-1013352:-_5-2	TMEM259	691	824
GTF2IRD1_CCDS47613.1_ex1_7:73927170-73927193:+_5-1	GTF2IRD1	372	390
RRM2_CCDS1669.1_ex2_2:10263632-10263655:+_5-3	RRM2	777	580
PDE4DIP_CCDS30824.1_ex38_1:144923797-144923820:+_22-10	PDE4DIP	185	297
TECPR1_CCDS47648.1_ex20_7:97872879-97872902:+_5-4	TECPR1	369	319
ZNF510_CCDS35074.1_ex0_9:99521931-99521954:+_5-1	ZNF510	560	630
CENPT_CCDS42182.1_ex11_16:67866413-67866436:+_5-5	CENPT	197	301
CATSPER4_CCDS30645.1_ex0_1:26517272-26517295:-_5-2	CATSPER4	1237	1172
RHBDD1_CCDS2464.1_ex0_2:227729685-227729708:+_5-4	RHBDD1	0	4
EBI3_CCDS12123.1_ex2_19:4233240-4233263:+_5-4	EBI3	778	882
SLC36A4_CCDS66202.1_ex2_11:92895899-92895922:+_5-1	SLC36A4	717	335
ADH1B_CCDS34033.1_ex5_4:100237440-100237463:+_5-5	ADH1B	208	346
RBM27_CCDS43378.1_ex4_5:145609317-145609340:+_5-1	RBM27	388	254
UNC13C_CCDS45264.1_ex0_15:54306219-54306242:-_5-2	UNC13C	401	460
C2orf71_CCDS42669.1_ex1_2:29296781-29296804:+_5-4	C2orf71	465	535
IFI30_CCDS46015.1_ex1_19:18285850-18285873:+_5-3	IFI30	378	381
RDH8_CCDS12223.2_ex2_19:10129396-10129419:+_5-2	RDH8	144	109
EXOSC8_CCDS31958.1_ex5_13:37580082-37580105:+_5-3	EXOSC8	198	545
ACOT7_CCDS30573.1_ex4_1:6387460-6387483:-_5-1	ACOT7	840	901
ADD3_CCDS7561.1_ex4_10:111878446-111878469:-_5-3	ADD3	23	64
SKAP2_CCDS5400.1_ex6_7:26778412-26778435:-_5-3	SKAP2	0	1
KIAA0247_CCDS9796.1_ex1_14:70170249-70170272:+_5-3	KIAA0247	559	383
NRG1_CCDS6087.1_ex0_8:32505689-32505712:+_18-14	NRG1	371	367
LARGE_CCDS13912.1_ex6_22:33777899-33777922:-_5-1	LARGE	239	314
MPDU1_CCDS11115.1_ex3_17:7490058-7490081:+_5-4	MPDU1	512	329
PI4KA_CCDS33603.2_ex18_22:21084282-21084305:-_5-4	PI4KA	277	341
C7orf34_CCDS5876.2_ex0_7:142636779-142636802:+_5-2	C7orf34	344	355
UQCRC1_CCDS2774.1_ex8_3:48641744-48641767:-_5-2	UQCRC1	108	362
BFSP1_CCDS13126.1_ex4_20:17492633-17492656:+_5-4	BFSP1	536	534
RCOR2_CCDS8052.1_ex8_11:63682405-63682428:-_5-3	RCOR2	277	356
PRDX6_CCDS1307.1_ex2_1:173454548-173454571:-_5-5	PRDX6	273	288
FNDC5_CCDS369.2_ex2_1:33333357-33333380:-_7-1	FNDC5	1079	956
EIF4G2_CCDS31428.1_ex9_11:10823737-10823760:-_5-3	EIF4G2	164	212
PTPN22_CCDS863.1_ex18_1:114401667-114401690:+_5-5	PTPN22	22	61
C14orf142_CCDS41981.1_ex1_14:93673177-93673200:-_5-1	C14orf142	341	334
TACR3_CCDS3664.1_ex4_4:104640582-104640605:+_5-4	TACR3	405	529
LCMT2_CCDS10094.1_ex0_15:43621677-43621700:+_5-1	LCMT2	411	309
PCSK2_CCDS13125.1_ex7_20:17417505-17417528:-_5-5	PCSK2	544	491
COG5_CCDS55152.1_ex12_7:107002855-107002878:-_5-3	COG5	482	385
SHPK_CCDS11030.1_ex3_17:3526752-3526775:-_5-2	SHPK	448	430
CACNG4_CCDS11667.1_ex0_17:64961209-64961232:+_5-1	CACNG4	1340	964
UNC5C_CCDS3643.1_ex10_4:96166126-96166149:-_5-3	UNC5C	765	678
USP26_CCDS14635.1_ex0_X:132161932-132161955:-_5-5	USP26	181	206
TTK_CCDS4993.1_ex1_6:80717674-80717697:+_5-1	TTK	26	81
ZNF197_CCDS2717.1_ex0_3:44670787-44670810:+_5-2	ZNF197	173	132
PDZRN4_CCDS53777.1_ex6_12:41949524-41949547:+_5-4	PDZRN4	110	156
NPY5R_CCDS3804.1_ex0_4:164271723-164271746:+_5-2	NPY5R	562	666
C19orf82_CCDS59350.1_ex2_19:9742932-9742955:-_5-5	C19orf82	3	208
ZNF317_CCDS12210.1_ex5_19:9270952-9270975:+_5-5	ZNF317	365	346
MANBAL_CCDS13293.1_ex0_20:35929758-35929781:+_4-1	MANBAL	1222	1045
ARHGAP5_CCDS32062.1_ex0_14:32562071-32562094:-_5-5	ARHGAP5	240	212
ABCC1_CCDS42122.1_ex16_16:16177311-16177334:+_5-5	ABCC1	175	118
PGLYRP1_CCDS12680.1_ex2_19:46526162-46526185:+_5-5	PGLYRP1	740	521
ATP6AP1_CCDS35451.1_ex5_X:153662017-153662040:+_5-4	ATP6AP1	36	242
KCNG3_CCDS1809.1_ex1_2:42720106-42720129:-_5-2	KCNG3	799	976
TOR4A_CCDS7041.1_ex0_9:140173458-140173481:+_5-2	TOR4A	354	316
GSX1_CCDS9326.1_ex0_13:28366938-28366961:+_5-1	GSX1	876	917
CHRM5_CCDS10031.1_ex0_15:34355333-34355356:+_5-3	CHRM5	386	307
NTHL1_CCDS10457.1_ex4_16:2096292-2096315:-_5-3	NTHL1	577	643
METTL7B_CCDS8887.2_ex0_12:56076014-56076037:+_5-5	METTL7B	308	366
HPS1_CCDS7475.1_ex16_10:100195415-100195438:+_5-4	HPS1	309	317
PCDHB10_CCDS4252.1_ex0_5:140572602-140572625:-_5-1	PCDHB10	248	198
KIF27_CCDS65071.1_ex13_9:86518448-86518471:+_5-4	KIF27	116	226
WNT10A_CCDS2426.1_ex2_2:219754844-219754867:+_5-5	WNT10A	545	318
LURAP1_CCDS30703.1_ex1_1:46685414-46685437:+_5-2	LURAP1	782	515
FUT6_CCDS12152.1_ex0_19:5832435-5832458:+_5-5	FUT6	62	178
RDH5_CCDS31829.1_ex0_12:56115245-56115268:-_5-2	RDH5	504	781
AKR1C1_CCDS7061.1_ex4_10:5011044-5011067:-_5-5	AKR1C1	594	520
MARK4_CCDS12658.1_ex5_19:45768116-45768139:+_5-3	MARK4	391	590
FKBP9_CCDS5439.1_ex4_7:33020083-33020106:+_6-4	FKBP9	272	204
ARNTL2_CCDS58219.1_ex3_12:27533187-27533210:+_5-2	ARNTL2	184	215
SELPLG_CCDS31895.2_ex0_12:109017725-109017748:-_5-3	SELPLG	523	344
WDR93_CCDS32326.1_ex7_15:90270424-90270447:+_5-5	WDR93	352	290
SPTSSA_CCDS9647.2_ex1_14:34931325-34931348:-_5-5	SPTSSA	465	504
SCN4B_CCDS44744.1_ex1_11:118011989-118012012:-_10-4	SCN4B	673	608
RAC2_CCDS13945.1_ex4_22:37637611-37637634:+_5-5	RAC2	387	450
ZNF426_CCDS12215.1_ex0_19:9639820-9639843:+_5-1	ZNF426	530	400
LRIF1_CCDS30800.1_ex0_1:111490923-111490946:-_10-2	LRIF1	0	5
FAM134B_CCDS43304.1_ex4_5:16481183-16481206:+_5-5	FAM134B	87	111
ETV5_CCDS33906.1_ex9_3:185823252-185823275:-_5-5	ETV5	252	226
PNMA5_CCDS14718.1_ex0_X:152159392-152159415:+_5-2	PNMA5	365	187
G3BP1_CCDS4319.1_ex2_5:151170483-151170506:-_5-2	G3BP1	740	804
ABCB4_CCDS5605.1_ex24_7:87092206-87092229:-_5-5	ABCB4	122	233
VPS37C_CCDS31573.1_ex2_11:60901555-60901578:-_5-5	VPS37C	318	182
C2orf88_CCDS42792.1_ex0_2:191064691-191064714:-_5-3	C2orf88	211	279
HS3ST1_CCDS3408.1_ex0_4:11401219-11401242:+_5-2	HS3ST1	522	606
C9orf62_CCDS59154.1_ex1_9:138236084-138236107:-_5-5	C9orf62	331	303
APMAP_CCDS13166.1_ex6_20:24959459-24959482:-_5-4	APMAP	560	468
SLC15A1_CCDS9489.1_ex9_13:99361877-99361900:+_5-1	SLC15A1	222	348
OTUD6A_CCDS14395.1_ex0_X:69282793-69282816:+_5-4	OTUD6A	173	342
LCT_CCDS2178.1_ex16_2:136594298-136594321:+_5-4	LCT	424	468
DESI1_CCDS33652.1_ex2_22:42000151-42000174:-_5-3	DESI1	381	344
POLR3G_CCDS43337.1_ex0_5:89781487-89781510:-_5-2	POLR3G	0	10
CNNM2_CCDS44474.1_ex0_10:104678483-104678506:+_5-1	CNNM2	168	363
UBR4_CCDS189.1_ex81_1:19499487-19499510:-_5-2	UBR4	153	376
TBX21_CCDS11514.1_ex0_17:45811180-45811203:-_5-2	TBX21	602	620
CLINT1_CCDS47330.1_ex5_5:157233106-157233129:-_5-1	CLINT1	396	275
PPARGC1B_CCDS4298.1_ex4_5:149212720-149212743:-_5-2	PPARGC1B	464	352
ZNF446_CCDS12982.1_ex1_19:58989110-58989133:+_5-2	ZNF446	163	219
GRASP_CCDS61124.1_ex4_12:52408532-52408555:-_5-5	GRASP	280	510
ZFYVE1_CCDS41969.1_ex6_14:73445567-73445590:-_5-5	ZFYVE1	182	300
CMPK1_CCDS44135.1_ex1_1:47838622-47838645:+_5-5	CMPK1	2	74
PRKACB_CCDS55609.1_ex4_1:84644899-84644922:+_5-1	PRKACB	131	169
MDK_CCDS59226.1_ex1_11:46404136-46404159:-_9-5	MDK	259	334
B4GALNT1_CCDS61170.1_ex8_12:58025720-58025743:+_5-4	B4GALNT1	555	546
CNTF_CCDS31554.1_ex1_11:58391677-58391700:+_5-4	CNTF	674	634
STRAP_CCDS8676.1_ex2_12:16042899-16042922:-_5-3	STRAP	11	168
NNMT_CCDS8368.1_ex1_11:114168662-114168685:+_5-1	NNMT	559	326
VSTM2A_CCDS5512.2_ex3_7:54617681-54617704:+_5-5	VSTM2A	485	256
KIAA0319L_CCDS390.1_ex15_1:35936538-35936561:-_5-5	KIAA0319L	420	256
TRIM15_CCDS4677.1_ex0_6:30131689-30131712:-_5-3	TRIM15	376	455
POLR3A_CCDS7354.1_ex23_10:79781348-79781371:+_5-2	POLR3A	96	422
FASTKD5_CCDS13048.1_ex0_20:3129010-3129033:-_5-3	FASTKD5	207	551
ESPNL_CCDS2525.1_ex3_2:239016441-239016464:+_5-2	ESPNL	614	764
EBF2_CCDS43726.1_ex15_8:25902243-25902266:-_5-5	EBF2	827	915
TMEM26_CCDS41530.1_ex1_10:63173263-63173286:+_5-1	TMEM26	908	698
NTN4_CCDS9054.1_ex8_12:96181157-96181180:-_5-4	NTN4	330	231
PRDM2_CCDS150.1_ex3_1:14068557-14068580:+_10-5	PRDM2	331	349
ZNF778_CCDS45550.1_ex4_16:89293660-89293683:-_5-4	ZNF778	296	488
DARS2_CCDS1311.1_ex7_1:173806162-173806185:+_5-4	DARS2	83	523
URM1_CCDS48035.1_ex1_9:131140348-131140371:+_8-1	URM1	126	732
CDK12_CCDS11337.1_ex0_17:37618603-37618626:+_5-1	CDK12	45	84
ITK_CCDS4336.1_ex1_5:156635976-156635999:-_5-2	ITK	242	254
ZNF585B_CCDS12500.1_ex0_19:37677175-37677198:-_5-1	ZNF585B	527	400
NAPG_CCDS45827.1_ex2_18:10532741-10532764:+_5-1	NAPG	81	1044
TNS4_CCDS11368.1_ex10_17:38644912-38644935:+_5-2	TNS4	262	363
KLHL3_CCDS4192.1_ex9_5:137013289-137013312:-_5-5	KLHL3	595	699
TMEM125_CCDS480.1_ex0_1:43738582-43738605:+_5-2	TMEM125	505	519
GBX2_CCDS2515.1_ex1_2:237076195-237076218:+_5-3	GBX2	865	1004
GRID2IP_CCDS47537.1_ex15_7:6560348-6560371:+_5-2	GRID2IP	539	553
HEG1_CCDS46898.1_ex11_3:124732573-124732596:-_5-2	HEG1	138	287
TOMM22_CCDS13975.1_ex1_22:39078359-39078382:-_5-2	TOMM22	19	716
NUP133_CCDS1579.1_ex25_1:229643813-229643836:-_5-4	NUP133	50	532
EEF2_CCDS12117.1_ex6_19:3980628-3980651:+_5-1	EEF2	40	130
TBC1D13_CCDS6911.1_ex6_9:131559419-131559442:-_5-4	TBC1D13	102	146
HIST4H4_CCDS8665.1_ex0_12:14923879-14923902:+_5-4	HIST4H4	516	724
DSCC1_CCDS6330.1_ex7_8:120865329-120865352:+_5-4	DSCC1	279	280
TRPV5_CCDS5875.1_ex7_7:142622675-142622698:-_5-2	TRPV5	419	573
SULT6B1_CCDS33182.1_ex5_2:37414599-37414622:-_5-5	SULT6B1	78	60
ASIC2_CCDS11276.1_ex7_17:31415948-31415971:+_5-3	ASIC2	555	546
PPP2R2B_CCDS4283.1_ex4_5:146030179-146030202:+_5-1	PPP2R2B	179	207
GPBP1_CCDS34162.1_ex6_5:56545283-56545306:-_5-4	GPBP1	516	402
GALP_CCDS12940.1_ex2_19:56693588-56693611:+_5-5	GALP	414	453
ATPAF1_CCDS41327.2_ex3_1:47123830-47123853:-_13-7	ATPAF1	73	19
RSC1A1_CCDS161.1_ex0_1:15986639-15986662:-_5-2	RSC1A1	435	385
CD160_CCDS923.1_ex2_1:145704186-145704209:+_5-3	CD160	375	314
ADAMTS15_CCDS8488.1_ex0_11:130318971-130318994:+_5-1	ADAMTS15	292	461
HYDIN_CCDS10897.1_ex14_16:71196602-71196625:+_5-4	HYDIN	104	129
IL10RB_CCDS13623.1_ex3_21:34652179-34652202:+_5-5	IL10RB	51	41
PRR14_CCDS10687.1_ex6_16:30666040-30666063:+_5-4	PRR14	389	864
SLC25A44_CCDS1133.1_ex0_1:156169829-156169852:-_5-2	SLC25A44	431	402
WDR41_CCDS4038.1_ex8_5:76754879-76754902:+_5-4	WDR41	5	13
COL4A2_CCDS41907.1_ex18_13:111102712-111102735:-_5-3	COL4A2	830	570
F8_CCDS35457.1_ex2_X:154090013-154090036:-_10-2	F8	550	405
NPBWR2_CCDS13557.1_ex0_20:62738022-62738045:-_5-4	NPBWR2	1189	1029
AQP11_CCDS8251.1_ex0_11:77301219-77301242:-_5-1	AQP11	776	611
FKBP8_CCDS32961.1_ex7_19:18652539-18652562:-_5-4	FKBP8	1002	848
OC90_CCDS47919.1_ex9_8:133053873-133053896:+_5-5	OC90	581	411
PTRHD1_CCDS33156.1_ex1_2:25016060-25016083:+_5-3	PTRHD1	803	618
SNRNP48_CCDS4502.1_ex0_6:7590604-7590627:+_5-2	SNRNP48	438	508
MXI1_CCDS31284.1_ex2_10:112039703-112039726:-_7-6	MXI1	527	364
RHOBTB1_CCDS7261.1_ex6_10:62652601-62652624:-_5-4	RHOBTB1	1172	867
TFF3_CCDS33565.2_ex1_21:43733711-43733734:+_5-4	TFF3	751	894
ARHGAP1_CCDS7922.1_ex10_11:46717218-46717241:-_5-5	ARHGAP1	841	557
ZBTB5_CCDS6610.1_ex0_9:37441665-37441688:-_5-1	ZBTB5	741	634
VN1R2_CCDS12862.1_ex0_19:53761930-53761953:-_5-2	VN1R2	2	98
APOBEC3F_CCDS33648.1_ex1_22:39439003-39439026:+_8-1	APOBEC3F	497	379
IFT43_CCDS41973.1_ex1_14:76455298-76455321:+_5-2	IFT43	401	582
C10orf54_CCDS31218.1_ex5_10:73521643-73521666:+_5-3	C10orf54	624	356
KLC3_CCDS12660.2_ex3_19:45851252-45851275:-_5-4	KLC3	372	471
NT5DC2_CCDS2858.1_ex7_3:52562034-52562057:-_5-1	NT5DC2	328	632
MGME1_CCDS13131.1_ex0_20:17950670-17950693:+_5-2	MGME1	495	586
GPR65_CCDS9879.1_ex0_14:88477393-88477416:+_5-2	GPR65	2	5
CATSPERD_CCDS12149.2_ex8_19:5745946-5745969:-_5-2	CATSPERD	483	390
CCR2_CCDS43078.1_ex0_3:46399585-46399608:+_5-3	CCR2	688	383
C11orf87_CCDS31672.1_ex0_11:109294600-109294623:+_5-4	C11orf87	602	657
C16orf93_CCDS32434.2_ex6_16:30771978-30772001:-_5-2	C16orf93	0	0
CCDC101_CCDS10635.1_ex1_16:28596279-28596302:-_5-1	CCDC101	344	692
RASGEF1A_CCDS60517.1_ex8_10:43696213-43696236:-_5-1	RASGEF1A	145	342
GFPT2_CCDS43411.1_ex9_5:179745855-179745878:-_5-2	GFPT2	836	638
GRHL1_CCDS33144.2_ex1_2:10095211-10095234:+_5-1	GRHL1	140	141
DPP8_CCDS10207.1_ex16_15:65792958-65792981:-_5-3	DPP8	6	41
HGS_CCDS11784.1_ex7_17:79658484-79658507:-_5-2	HGS	242	930
ARID4B_CCDS31060.1_ex12_1:235392647-235392670:-_5-3	ARID4B	224	133
ZNF160_CCDS12859.1_ex0_19:53572460-53572483:-_5-1	ZNF160	107	234
TFEC_CCDS34738.1_ex1_7:115582081-115582104:-_5-2	TFEC	245	434
