sgRNA	gene	CRISPR_C6596654.sample	ERS717283.plasmid
PHKG1_CCDS5525.1_ex5_7:56151396-56151419:-_5-4	PHKG1	112	203
BBC3_CCDS12697.1_ex2_19:47731482-47731505:+_18-12	BBC3	383	440
SAMD3_CCDS34539.1_ex7_6:130530669-130530692:-_5-3	SAMD3	184	67
ANKHD1-EIF4EBP3_CCDS4224.1_ex17_5:139885429-139885452:+_5-5	ANKHD1-EIF4EBP3	636	854
ZFYVE26_CCDS9788.1_ex30_14:68264397-68264420:+_5-2	ZFYVE26	1037	949
FAM129B_CCDS35144.1_ex9_9:130286041-130286064:+_5-3	FAM129B	333	349
CYP3A4_CCDS5674.1_ex9_7:99370249-99370272:+_5-3	CYP3A4	286	379
ZNF34_CCDS47945.1_ex0_8:145999880-145999903:+_5-4	ZNF34	979	699
PACRGL_CCDS3427.1_ex1_4:20706401-20706424:-_7-3	PACRGL	24	61
CPT1B_CCDS14098.1_ex10_22:51012804-51012827:+_5-2	CPT1B	377	244
SERPINI1_CCDS3203.1_ex0_3:167507122-167507145:+_5-3	SERPINI1	398	330
CYP20A1_CCDS2357.1_ex6_2:204143287-204143310:+_5-5	CYP20A1	553	303
MORN1_CCDS40.1_ex6_1:2303947-2303970:+_5-1	MORN1	336	337
PCDHB6_CCDS4248.1_ex0_5:140530698-140530721:-_5-5	PCDHB6	645	437
MAGEB16_CCDS43927.1_ex0_X:35820545-35820568:-_5-4	MAGEB16	176	195
ARID2_CCDS31783.1_ex10_12:46233155-46233178:-_5-4	ARID2	338	564
RAB39B_CCDS14766.1_ex1_X:154493436-154493459:+_5-4	RAB39B	945	693
STAG3_CCDS34703.1_ex5_7:99786607-99786630:-_5-3	STAG3	433	478
GRIN3B_CCDS32861.1_ex2_19:1004743-1004766:-_5-3	GRIN3B	855	533
PIGH_CCDS9784.1_ex3_14:68066799-68066822:+_5-4	PIGH	1063	903
STK31_CCDS43556.1_ex3_7:23766916-23766939:+_5-2	STK31	248	390
ORC2_CCDS2334.1_ex6_2:201791565-201791588:-_5-2	ORC2	0	1
C17orf51_CCDS45629.1_ex1_17:21454564-21454587:+_5-4	C17orf51	509	301
TMEM190_CCDS33113.1_ex4_19:55889373-55889396:-_5-5	TMEM190	352	372
NFATC1_CCDS12015.1_ex1_18:77171152-77171175:+_11-4	NFATC1	1062	843
BAMBI_CCDS7162.1_ex1_10:28970213-28970236:-_5-1	BAMBI	281	327
OLIG2_CCDS13620.1_ex0_21:34399695-34399718:+_5-4	OLIG2	132	578
HOXD8_CCDS2268.1_ex0_2:176995585-176995608:+_10-5	HOXD8	405	349
TMEM201_CCDS30579.1_ex0_1:9649076-9649099:+_5-1	TMEM201	1034	1046
KDM5B_CCDS30974.1_ex11_1:202715093-202715116:-_5-2	KDM5B	300	338
GLTPD2_CCDS32534.1_ex3_17:4693305-4693328:-_5-5	GLTPD2	710	706
CHRAC1_CCDS6379.1_ex0_8:141521675-141521698:+_5-1	CHRAC1	389	537
CYB5R4_CCDS5000.2_ex1_6:84573926-84573949:+_5-1	CYB5R4	261	315
TMEM88B_CCDS57964.1_ex0_1:1361604-1361627:+_5-2	TMEM88B	1318	844
TBX4_CCDS11629.1_ex5_17:59557308-59557331:+_5-5	TBX4	221	677
CCDC42B_CCDS44983.1_ex2_12:113590582-113590605:-_5-1	CCDC42B	234	450
SMC4_CCDS3189.1_ex4_3:160129745-160129768:-_5-3	SMC4	213	633
CPNE1_CCDS13260.1_ex8_20:34219483-34219506:+_5-2	CPNE1	723	933
MBIP_CCDS45096.1_ex6_14:36783906-36783929:-_5-2	MBIP	170	93
SMG1_CCDS45430.1_ex32_16:18864906-18864929:+_5-2	SMG1	255	684
CX3CL1_CCDS10779.1_ex2_16:57416330-57416353:-_5-5	CX3CL1	238	573
NFKBID_CCDS42552.1_ex7_19:36387860-36387883:-_5-5	NFKBID	202	255
PPP4R4_CCDS9921.1_ex4_14:94697639-94697662:-_7-6	PPP4R4	440	476
SEC24C_CCDS7332.1_ex8_10:75525579-75525602:-_5-4	SEC24C	482	643
CAND1_CCDS8977.1_ex2_12:67686543-67686566:-_5-1	CAND1	631	427
TBC1D30_CCDS53813.1_ex6_12:65232586-65232609:+_5-5	TBC1D30	270	608
KIFC3_CCDS10789.2_ex11_16:57803848-57803871:+_5-4	KIFC3	171	608
CNRIP1_CCDS1886.1_ex1_2:68544364-68544387:+_5-1	CNRIP1	678	517
SWSAP1_CCDS12259.1_ex0_19:11485583-11485606:+_5-4	SWSAP1	409	529
ZNF212_CCDS5896.1_ex3_7:148949792-148949815:-_5-3	ZNF212	171	536
MS4A8_CCDS7990.1_ex1_11:60470924-60470947:-_5-5	MS4A8	13	50
SCN2A_CCDS33313.1_ex10_2:166179899-166179922:-_5-2	SCN2A	479	429
GCLM_CCDS746.1_ex5_1:94370070-94370093:+_5-5	GCLM	329	357
CA3_CCDS6238.1_ex2_8:86354398-86354421:+_5-4	CA3	483	641
CASC5_CCDS42023.1_ex9_15:40914762-40914785:-_5-5	CASC5	70	373
RPS6KA5_CCDS45149.1_ex7_14:91389475-91389498:-_5-2	RPS6KA5	544	440
NINJ2_CCDS8505.1_ex1_12:675215-675238:+_5-2	NINJ2	795	840
EFCAB11_CCDS61522.1_ex2_14:90398954-90398977:-_10-6	EFCAB11	28	3
ECH1_CCDS33014.1_ex6_19:39308119-39308142:+_5-2	ECH1	221	447
CYB561A3_CCDS53639.1_ex3_11:61121420-61121443:+_5-3	CYB561A3	280	574
DENND1C_CCDS45938.1_ex18_19:6479032-6479055:+_5-5	DENND1C	584	523
YTHDC2_CCDS4113.1_ex0_5:112849729-112849752:+_5-1	YTHDC2	368	539
ARHGEF9_CCDS35315.1_ex4_X:62894037-62894060:-_5-1	ARHGEF9	29	76
RPL22L1_CCDS46955.1_ex1_3:170585901-170585924:-_5-5	RPL22L1	327	251
VARS_CCDS34412.1_ex21_6:31753495-31753518:-_5-2	VARS	112	417
CHRNA6_CCDS56536.1_ex2_8:42612143-42612166:-_5-3	CHRNA6	652	652
GHR_CCDS3940.1_ex5_5:42711380-42711403:+_5-4	GHR	219	206
PRDM7_CCDS45557.1_ex3_16:90128364-90128387:+_5-1	PRDM7	509	408
POLR2A_CCDS32548.1_ex7_17:7401396-7401419:+_5-1	POLR2A	15	345
SH3PXD2B_CCDS34291.1_ex11_5:171849440-171849463:+_5-5	SH3PXD2B	985	584
SRP19_CCDS4108.1_ex3_5:112200321-112200344:+_6-5	SRP19	0	2
HAMP_CCDS12454.1_ex1_19:35775717-35775740:-_5-3	HAMP	138	985
TEAD1_CCDS7810.2_ex4_11:12902581-12902604:-_5-3	TEAD1	568	446
S100A6_CCDS1040.1_ex0_1:153507258-153507281:-_5-1	S100A6	5	2
PCDHB2_CCDS4244.1_ex0_5:140474940-140474963:+_5-3	PCDHB2	301	309
USP16_CCDS13583.1_ex3_21:30408673-30408696:+_5-2	USP16	774	448
ATP1A4_CCDS1197.1_ex6_1:160134006-160134029:-_10-4	ATP1A4	704	830
CSE1L_CCDS13412.1_ex12_20:47695108-47695131:-_5-5	CSE1L	1	370
CILP2_CCDS12405.1_ex2_19:19651218-19651241:+_5-3	CILP2	245	296
UBXN2B_CCDS43741.1_ex1_8:59329454-59329477:-_5-1	UBXN2B	54	98
HECTD3_CCDS41318.1_ex17_1:45475755-45475778:-_5-3	HECTD3	374	393
POGLUT1_CCDS2988.1_ex4_3:119198971-119198994:+_5-4	POGLUT1	376	431
RTN4_CCDS1851.1_ex6_2:55277196-55277219:+_15-14	RTN4	723	576
SATB1_CCDS2631.1_ex4_3:18436089-18436112:+_5-1	SATB1	205	335
RDX_CCDS58172.1_ex4_11:110118484-110118507:-_19-7	RDX	3	12
COPS4_CCDS3600.1_ex3_4:83971098-83971121:-_5-3	COPS4	10	226
PIR_CCDS14167.1_ex5_X:15474095-15474118:+_5-2	PIR	668	609
IL2RB_CCDS13942.1_ex4_22:37533763-37533786:-_5-3	IL2RB	548	544
CASD1_CCDS5636.1_ex8_7:94166816-94166839:+_5-5	CASD1	339	186
HFE_CCDS4578.1_ex1_6:26091247-26091270:+_18-5	HFE	217	231
ALKBH6_CCDS12485.2_ex1_19:36501560-36501583:+_5-1	ALKBH6	1511	1398
CCDC78_CCDS32353.1_ex12_16:776026-776049:+_5-5	CCDC78	865	786
NAA16_CCDS45044.1_ex4_13:41897237-41897260:-_5-4	NAA16	137	179
C18orf64_CCDS58612.1_ex2_18:6576000-6576023:-_5-5	C18orf64	574	726
DENND1A_CCDS35133.1_ex13_9:126414321-126414344:+_5-4	DENND1A	336	379
ATP5L2_CCDS54534.1_ex0_22:43036187-43036210:-_5-5	ATP5L2	545	517
SURF4_CCDS65177.1_ex3_9:136234234-136234257:-_5-4	SURF4	794	620
SMAD1_CCDS3765.1_ex0_4:146436031-146436054:-_5-2	SMAD1	1046	677
TTBK2_CCDS42029.1_ex9_15:43120214-43120237:-_5-3	TTBK2	118	230
GNA14_CCDS6657.1_ex3_9:80046311-80046334:+_5-1	GNA14	361	446
KLHL40_CCDS2703.1_ex0_3:42727275-42727298:-_5-1	KLHL40	352	259
PRSS45_CCDS46815.1_ex1_3:46784473-46784496:+_5-3	PRSS45	174	332
ASZ1_CCDS5772.1_ex11_7:117066908-117066931:+_5-5	ASZ1	263	341
RIPPLY1_CCDS48145.1_ex3_X:106146401-106146424:+_7-6	RIPPLY1	532	455
CABYR_CCDS11883.1_ex0_18:21735831-21735854:+_7-3	CABYR	1171	737
IRGC_CCDS12629.1_ex0_19:44223323-44223346:-_5-4	IRGC	780	568
PTPRU_CCDS334.1_ex11_1:29609304-29609327:+_5-5	PTPRU	476	378
IMPDH2_CCDS2786.1_ex11_3:49065916-49065939:-_5-4	IMPDH2	126	299
PRIMA1_CCDS9912.1_ex2_14:94245646-94245669:-_5-5	PRIMA1	372	285
PCDH9_CCDS9443.1_ex2_13:67801007-67801030:-_5-1	PCDH9	150	139
SNX12_CCDS14405.1_ex2_X:70282757-70282780:-_5-2	SNX12	300	331
HEATR5B_CCDS33181.1_ex25_2:37289113-37289136:-_5-3	HEATR5B	450	597
FASTKD2_CCDS2371.1_ex3_2:207636624-207636647:-_5-5	FASTKD2	115	142
BBC3_CCDS12697.1_ex1_19:47729954-47729977:+_18-7	BBC3	1122	756
WDR31_CCDS35110.1_ex7_9:116093299-116093322:+_5-3	WDR31	683	335
TFPI_CCDS2294.1_ex5_2:188361669-188361692:-_5-4	TFPI	6	26
ZNF302_CCDS46042.1_ex3_19:35175425-35175448:+_5-4	ZNF302	0	1
DDX43_CCDS4977.1_ex7_6:74117270-74117293:-_5-5	DDX43	406	409
GRM1_CCDS47497.1_ex2_6:146625796-146625819:-_5-5	GRM1	603	559
ACOT11_CCDS592.1_ex3_1:55058244-55058267:-_5-3	ACOT11	608	311
ADRB1_CCDS7586.1_ex0_10:115804596-115804619:-_5-5	ADRB1	364	351
LRRC19_CCDS6518.1_ex2_9:26997815-26997838:-_5-3	LRRC19	284	206
CNBD2_CCDS13270.1_ex4_20:34571975-34571998:+_5-4	CNBD2	208	239
TAF13_CCDS30788.1_ex0_1:109607305-109607328:-_5-2	TAF13	25	24
RCN1_CCDS7876.1_ex3_11:32122106-32122129:+_5-5	RCN1	450	427
MMP9_CCDS13390.1_ex1_20:44638730-44638753:-_5-1	MMP9	432	483
RSPO3_CCDS5135.1_ex3_6:127476414-127476437:+_5-4	RSPO3	664	308
C11orf35_CCDS7701.1_ex9_11:557894-557917:+_5-4	C11orf35	585	607
KIF13B_CCDS55217.1_ex23_8:29004925-29004948:+_5-1	KIF13B	549	480
SCHIP1_CCDS3186.1_ex2_3:159584017-159584040:-_5-2	SCHIP1	86	96
NAF1_CCDS3803.1_ex7_4:164087652-164087675:+_5-3	NAF1	210	285
POU3F1_CCDS30679.1_ex0_1:38511988-38512011:+_5-3	POU3F1	596	448
CTCF_CCDS10841.1_ex5_16:67660461-67660484:-_5-4	CTCF	188	476
PAQR9_CCDS3128.1_ex0_3:142681979-142682002:+_5-4	PAQR9	393	379
HDAC10_CCDS14088.1_ex14_22:50688118-50688141:-_5-2	HDAC10	257	121
ADM2_CCDS33682.1_ex1_22:50921151-50921174:+_5-5	ADM2	257	152
TREML1_CCDS4851.1_ex3_6:41119086-41119109:-_11-6	TREML1	1334	1229
KIAA0100_CCDS32595.1_ex29_17:26966621-26966644:+_5-5	KIAA0100	500	760
EFCAB11_CCDS61522.1_ex1_14:90397904-90397927:-_10-1	EFCAB11	212	160
DNM2_CCDS32907.1_ex1_19:10870423-10870446:-_5-1	DNM2	643	662
ETNPPL_CCDS3682.1_ex7_4:109674141-109674164:-_5-3	ETNPPL	115	147
UNC80_CCDS2387.2_ex8_2:210680050-210680073:-_5-2	UNC80	388	345
SSR1_CCDS4499.1_ex5_6:7303799-7303822:+_5-4	SSR1	111	176
GATAD1_CCDS5625.1_ex3_7:92083811-92083834:-_5-3	GATAD1	10	28
ALKBH4_CCDS5723.1_ex1_7:102100208-102100231:-_5-5	ALKBH4	905	712
MC2R_CCDS11869.1_ex0_18:13885230-13885253:-_5-4	MC2R	194	182
CLTA_CCDS43802.1_ex3_9:36204106-36204129:+_5-5	CLTA	0	4
STBD1_CCDS3578.1_ex0_4:77228046-77228069:-_5-1	STBD1	388	412
FBL_CCDS12545.1_ex5_19:40330948-40330971:+_5-3	FBL	25	84
RPP25L_CCDS6559.1_ex0_9:34610975-34610998:+_5-1	RPP25L	493	608
SKOR1_CCDS58374.1_ex1_15:68114439-68114462:-_5-2	SKOR1	1048	1915
RB1_CCDS31973.1_ex12_13:48951140-48951163:+_5-3	RB1	516	311
ZCCHC10_CCDS4165.1_ex2_5:132342509-132342532:-_5-3	ZCCHC10	115	254
LRRTM1_CCDS1966.1_ex0_2:80530305-80530328:+_5-2	LRRTM1	217	299
RAD51C_CCDS11611.1_ex1_17:56772506-56772529:+_6-6	RAD51C	146	495
PTBP2_CCDS754.1_ex4_1:97236329-97236352:-_5-1	PTBP2	133	157
TLX3_CCDS34288.1_ex0_5:170736611-170736634:-_5-3	TLX3	986	651
YWHAQ_CCDS1666.1_ex3_2:9731592-9731615:-_5-2	YWHAQ	37	176
ZNF709_CCDS42504.1_ex0_19:12576528-12576551:-_5-3	ZNF709	221	219
C16orf78_CCDS10738.1_ex0_16:49407982-49408005:+_5-1	C16orf78	257	425
SEPW1_CCDS59402.1_ex3_19:48284363-48284386:+_5-3	SEPW1	433	411
KLRB1_CCDS8601.1_ex4_12:9754110-9754133:-_5-4	KLRB1	210	174
ZGLP1_CCDS45959.1_ex3_19:10419028-10419051:-_5-3	ZGLP1	297	157
TNRC18_CCDS47534.1_ex23_7:5417022-5417045:+_5-1	TNRC18	573	535
ASS1_CCDS6933.1_ex4_9:133342146-133342169:-_5-2	ASS1	7	308
DMRTC1_CCDS35333.2_ex3_X:72094643-72094666:+_5-1	DMRTC1	342	552
TNFRSF13C_CCDS14024.1_ex1_22:42322215-42322238:-_5-3	TNFRSF13C	1418	857
TCHP_CCDS9137.1_ex1_12:110341737-110341760:-_5-2	TCHP	390	456
KCNK17_CCDS47419.1_ex4_6:39281879-39281902:-_5-3	KCNK17	1209	837
MEOX2_CCDS34605.1_ex2_7:15725872-15725895:-_5-4	MEOX2	744	731
SERTM1_CCDS9358.1_ex0_13:37269292-37269315:-_5-1	SERTM1	248	270
SMR3B_CCDS3540.1_ex1_4:71255463-71255486:-_5-4	SMR3B	4	335
CTAGE1_CCDS45837.1_ex0_18:19997348-19997371:-_5-4	CTAGE1	39	67
FAM168A_CCDS41689.1_ex4_11:73141765-73141788:+_5-5	FAM168A	42	448
PRDM8_CCDS43243.1_ex2_4:81123121-81123144:-_5-3	PRDM8	532	534
PPP1R13B_CCDS41997.1_ex9_14:104216195-104216218:-_5-2	PPP1R13B	152	167
COPZ1_CCDS61137.1_ex3_12:54737007-54737030:+_6-3	COPZ1	61	350
LRRC47_CCDS51.1_ex5_1:3703831-3703854:+_5-4	LRRC47	714	597
GNAT1_CCDS2812.1_ex2_3:50230703-50230726:-_5-1	GNAT1	543	666
ROS1_CCDS5116.1_ex26_6:117700264-117700287:+_5-3	ROS1	81	103
TTC38_CCDS43030.1_ex2_22:46668303-46668326:-_5-2	TTC38	317	333
TRO_CCDS43959.1_ex10_X:54955450-54955473:-_14-14	TRO	547	622
MRPS33_CCDS5864.1_ex1_7:140710306-140710329:-_5-4	MRPS33	1070	1043
SLK_CCDS7553.1_ex6_10:105759677-105759700:-_5-3	SLK	705	469
NDUFA3_CCDS12877.1_ex2_19:54609254-54609277:-_4-1	NDUFA3	230	394
JMJD1C_CCDS41532.1_ex18_10:64973467-64973490:+_5-2	JMJD1C	696	639
CFL1_CCDS8114.1_ex2_11:65623565-65623588:-_5-5	CFL1	15	170
MSL2_CCDS33861.1_ex0_3:135870972-135870995:+_5-3	MSL2	122	237
TPTE_CCDS13560.2_ex11_21:10942739-10942762:-_4-1	TPTE	80	195
TGFBR3L_CCDS58648.1_ex0_19:7981364-7981387:+_5-1	TGFBR3L	1541	963
EPT1_CCDS46240.1_ex3_2:26590019-26590042:+_5-3	EPT1	567	505
GLIS2_CCDS10511.1_ex3_16:4385113-4385136:-_5-4	GLIS2	406	511
PSTPIP2_CCDS32820.2_ex5_18:43577769-43577792:-_5-3	PSTPIP2	407	284
PIK3R3_CCDS529.1_ex6_1:46532718-46532741:-_5-4	PIK3R3	302	293
CCDC59_CCDS9023.1_ex3_12:82752002-82752025:+_5-5	CCDC59	267	852
TMEM236_CCDS41492.1_ex2_10:17818095-17818118:+_5-4	TMEM236	301	279
TCF25_CCDS10987.1_ex0_16:89940245-89940268:+_5-1	TCF25	423	463
MAP1A_CCDS42031.1_ex0_15:43815075-43815098:-_5-2	MAP1A	263	249
GHRL_CCDS33700.1_ex1_3:10328414-10328437:+_10-1	GHRL	681	403
GINS2_CCDS10953.1_ex3_16:85721129-85721152:-_5-4	GINS2	80	864
IGSF1_CCDS14629.1_ex16_X:130419792-130419815:-_5-2	IGSF1	488	502
FSIP1_CCDS10050.1_ex4_15:40030359-40030382:+_5-1	FSIP1	370	232
AGRP_CCDS10839.1_ex0_16:67516667-67516690:+_5-1	AGRP	196	554
PCK2_CCDS41928.1_ex2_14:24567475-24567498:-_5-3	PCK2	427	753
PLEKHG3_CCDS32098.1_ex0_14:65194657-65194680:+_5-1	PLEKHG3	291	242
KIAA1551_CCDS8725.2_ex0_12:32135493-32135516:-_5-3	KIAA1551	291	283
CACNG8_CCDS33104.1_ex2_19:54483198-54483221:+_5-2	CACNG8	449	316
PRPF18_CCDS7100.1_ex5_10:13653627-13653650:-_5-4	PRPF18	45	426
XCL2_CCDS1273.1_ex0_1:168510340-168510363:-_5-1	XCL2	175	110
MSTO1_CCDS1114.1_ex1_1:155580277-155580300:-_5-1	MSTO1	485	703
ANKRD9_CCDS9973.1_ex0_14:102973990-102974013:+_5-3	ANKRD9	681	408
ESRRG_CCDS1517.1_ex5_1:216850656-216850679:-_5-3	ESRRG	197	176
CDH11_CCDS10803.1_ex8_16:65026849-65026872:-_5-2	CDH11	20	130
ORC2_CCDS2334.1_ex9_2:201800561-201800584:-_5-4	ORC2	234	345
PSMA4_CCDS10303.1_ex5_15:78837993-78838016:+_5-2	PSMA4	492	587
PSMD12_CCDS11669.1_ex10_17:65362526-65362549:-_5-5	PSMD12	144	222
RASGEF1B_CCDS34022.1_ex11_4:82378711-82378734:-_5-5	RASGEF1B	81	138
DCTN1_CCDS1939.1_ex15_2:74595189-74595212:-_5-1	DCTN1	585	693
NCR3_CCDS34397.1_ex2_6:31557675-31557698:-_5-3	NCR3	970	778
SNCB_CCDS4406.1_ex4_5:176056530-176056553:-_5-5	SNCB	1187	894
TOB1_CCDS11576.1_ex0_17:48940732-48940755:+_5-1	TOB1	496	468
NT5DC3_CCDS41824.1_ex9_12:104192382-104192405:+_5-2	NT5DC3	659	678
LIMA1_CCDS44877.1_ex2_12:50586332-50586355:-_5-4	LIMA1	445	477
GDPD5_CCDS8238.1_ex8_11:75160031-75160054:+_5-2	GDPD5	500	473
CENPU_CCDS3838.1_ex10_4:185650114-185650137:-_5-4	CENPU	639	569
COA4_CCDS8225.1_ex0_11:73584325-73584348:-_5-5	COA4	1309	1138
ZNF180_CCDS12639.1_ex0_19:44981662-44981685:+_5-1	ZNF180	176	170
CBX3_CCDS5398.1_ex1_7:26246068-26246091:+_5-2	CBX3	113	212
KCTD12_CCDS9455.1_ex0_13:77460135-77460158:+_5-4	KCTD12	298	432
PTPLAD2_CCDS43791.1_ex5_9:21029323-21029346:+_5-5	PTPLAD2	0	12
PDK2_CCDS11559.1_ex7_17:48185730-48185753:-_5-5	PDK2	464	566
HSD3B2_CCDS902.1_ex2_1:119964574-119964597:-_5-3	HSD3B2	434	489
TMEM167B_CCDS30789.1_ex2_1:109637038-109637061:-_4-4	TMEM167B	639	917
WBSCR27_CCDS5561.1_ex4_7:73256364-73256387:-_5-5	WBSCR27	607	534
ADAMTS2_CCDS34311.1_ex9_5:178771078-178771101:-_5-5	ADAMTS2	1419	636
TMEM178A_CCDS1804.1_ex1_2:39931218-39931241:+_5-2	TMEM178A	470	472
ANKRD49_CCDS8300.1_ex1_11:94231408-94231431:+_5-5	ANKRD49	462	357
SNTB2_CCDS10873.1_ex0_16:69221457-69221480:+_5-2	SNTB2	123	253
ZNF99_CCDS59369.1_ex0_19:22942286-22942309:-_5-1	ZNF99	345	497
DBH_CCDS6977.2_ex3_9:136508534-136508557:+_5-4	DBH	473	502
MMP7_CCDS8317.1_ex4_11:102398573-102398596:+_5-3	MMP7	292	294
LYPD6_CCDS2188.1_ex2_2:150325232-150325255:-_5-5	LYPD6	167	246
NAB1_CCDS2307.1_ex1_2:191535127-191535150:-_5-5	NAB1	688	449
NPTXR_CCDS33647.1_ex3_22:39224436-39224459:+_5-3	NPTXR	659	644
CCDC146_CCDS34671.1_ex6_7:76889478-76889501:+_5-3	CCDC146	72	25
VPS37A_CCDS47811.1_ex3_8:17132431-17132454:-_5-2	VPS37A	403	215
RAD54B_CCDS56546.1_ex1_8:95470575-95470598:+_6-2	RAD54B	171	174
KATNBL1_CCDS10034.1_ex7_15:34446843-34446866:-_5-5	KATNBL1	68	104
SCAMP5_CCDS45306.1_ex3_15:75310248-75310271:-_5-4	SCAMP5	394	414
ZNF148_CCDS3031.1_ex0_3:124952421-124952444:-_5-1	ZNF148	221	339
UPP2_CCDS2207.1_ex3_2:158974394-158974417:-_5-3	UPP2	1064	726
MARCH10_CCDS11635.1_ex8_17:60865839-60865862:-_5-5	MARCH10	678	456
RAB2A_CCDS56537.1_ex3_8:61497326-61497349:-_5-5	RAB2A	134	332
ODF4_CCDS11140.1_ex0_17:8243694-8243717:+_5-3	ODF4	1158	837
IL19_CCDS1468.1_ex2_1:207010315-207010338:-_5-2	IL19	68	114
GOLGA5_CCDS9905.1_ex2_14:93275807-93275830:-_5-5	GOLGA5	649	609
DEGS2_CCDS9956.1_ex1_14:100615764-100615787:+_5-2	DEGS2	552	406
ARL11_CCDS9419.1_ex0_13:50204825-50204848:+_5-3	ARL11	322	618
TMEM50B_CCDS13625.1_ex3_21:34837647-34837670:-_5-1	TMEM50B	157	183
DMP1_CCDS3623.1_ex4_4:88583405-88583428:+_5-3	DMP1	365	407
MTMR10_CCDS45204.1_ex11_15:31266515-31266538:-_5-4	MTMR10	156	107
C17orf74_CCDS42255.1_ex2_17:7329843-7329866:+_5-3	C17orf74	403	372
FAM193B_CCDS54954.1_ex4_5:176963445-176963468:+_5-1	FAM193B	680	484
PHC2_CCDS378.1_ex5_1:33799722-33799745:+_6-4	PHC2	402	528
MOG_CCDS34366.1_ex4_6:29635687-29635710:-_13-13	MOG	279	287
CLEC2B_CCDS8605.1_ex2_12:10010096-10010119:+_5-3	CLEC2B	551	504
NAA20_CCDS13141.1_ex2_20:20006368-20006391:+_5-1	NAA20	138	499
USP2_CCDS58189.1_ex9_11:119230285-119230308:+_5-4	USP2	766	626
MAP1S_CCDS32954.1_ex2_19:17834999-17835022:+_5-1	MAP1S	283	373
SFTA2_CCDS4691.1_ex1_6:30899482-30899505:-_5-3	SFTA2	312	175
HIST3H2A_CCDS1573.1_ex0_1:228645325-228645348:-_5-2	HIST3H2A	38	667
C8orf82_CCDS34970.1_ex2_8:145754158-145754181:-_5-5	C8orf82	355	263
IL12RB1_CCDS32957.1_ex5_19:18188378-18188401:-_5-2	IL12RB1	294	257
SGSH_CCDS11770.1_ex2_17:78187603-78187626:+_5-1	SGSH	650	605
FAM53C_CCDS4204.1_ex1_5:137677509-137677532:+_5-1	FAM53C	367	389
ZNF561_CCDS12216.2_ex0_19:9721392-9721415:-_5-1	ZNF561	99	136
HIST1H2BJ_CCDS4618.1_ex0_6:27100302-27100325:-_4-1	HIST1H2BJ	43	725
TOMM40_CCDS12646.1_ex2_19:45396109-45396132:-_5-4	TOMM40	831	697
C20orf112_CCDS13202.1_ex4_20:31041457-31041480:+_5-1	C20orf112	774	1186
TUBA1B_CCDS31792.1_ex0_12:49522621-49522644:+_5-2	TUBA1B	226	318
SUSD3_CCDS6701.1_ex2_9:95840230-95840253:-_5-4	SUSD3	467	509
STAP1_CCDS3515.1_ex0_4:68424625-68424648:+_5-1	STAP1	386	288
HYPK_CCDS10104.1_ex0_15:44092908-44092931:+_5-2	HYPK	41	262
COL6A3_CCDS33409.1_ex39_2:238289650-238289673:-_5-1	COL6A3	894	867
NFU1_CCDS33217.1_ex1_2:69627628-69627651:-_10-3	NFU1	25	43
WAS_CCDS14303.1_ex6_X:48545228-48545251:+_5-3	WAS	541	493
ZNF226_CCDS46102.1_ex3_19:44680398-44680421:-_9-9	ZNF226	375	243
NINJ1_CCDS6703.1_ex0_9:95887327-95887350:+_5-1	NINJ1	190	159
C15orf65_CCDS58363.1_ex1_15:55710480-55710503:-_5-1	C15orf65	472	396
SYCN_CCDS46070.1_ex1_19:39694731-39694754:-_5-4	SYCN	430	512
SH3GL1_CCDS32874.1_ex4_19:4363706-4363729:+_6-2	SH3GL1	719	609
CDYL_CCDS4491.2_ex2_6:4935983-4936006:+_5-5	CDYL	16	43
URM1_CCDS48035.1_ex3_9:131151556-131151579:+_8-8	URM1	787	603
MTFMT_CCDS45280.1_ex7_15:65319253-65319276:-_5-1	MTFMT	547	765
DNMT3L_CCDS13705.1_ex8_21:45679509-45679532:-_5-4	DNMT3L	725	476
ELOVL7_CCDS34164.1_ex2_5:60060078-60060101:-_5-1	ELOVL7	710	695
LRRC38_CCDS53269.1_ex1_1:13839778-13839801:-_5-4	LRRC38	740	735
CLEC4C_CCDS8583.1_ex2_12:7890106-7890129:-_5-3	CLEC4C	52	52
ST6GALNAC2_CCDS11747.1_ex5_17:74569379-74569402:-_5-3	ST6GALNAC2	555	736
ACVR2B_CCDS2679.1_ex3_3:38519627-38519650:-_5-4	ACVR2B	561	579
PDE1A_CCDS2285.1_ex8_2:183094739-183094762:-_5-2	PDE1A	10	16
TRIM36_CCDS4115.1_ex6_5:114480314-114480337:+_9-1	TRIM36	489	426
CTDNEP1_CCDS11093.1_ex7_17:7154525-7154548:-_5-5	CTDNEP1	1209	803
DEF6_CCDS4802.1_ex3_6:35280217-35280240:+_5-3	DEF6	1820	1190
WISP3_CCDS5097.1_ex2_6:112386073-112386096:+_5-5	WISP3	904	591
CCDC130_CCDS12296.1_ex6_19:13870070-13870093:+_5-5	CCDC130	297	521
MBD6_CCDS8944.1_ex3_12:57919846-57919869:-_5-4	MBD6	662	653
C10orf118_CCDS7587.1_ex14_10:115922588-115922611:+_5-4	C10orf118	108	167
RPL14_CCDS33739.1_ex2_3:40500205-40500228:+_5-2	RPL14	61	599
EIF2S3_CCDS14210.1_ex4_X:24078226-24078249:-_5-4	EIF2S3	153	554
