sgRNA	gene	CRISPR_C7530487.sample	CRISPR_C6596666.sample
C11orf84_CCDS31594.1_ex2_11:63585822-63585845:-_5-4	C11orf84	276	347
sgPKMYT1_3	PKMYT1_LS	1	416
ATP11C_CCDS14668.1_ex13_X:138867399-138867422:+_5-1	ATP11C	172	342
VPREB3_CCDS13813.1_ex0_22:24095283-24095306:-_5-4	VPREB3	496	637
AP1B1_CCDS13855.1_ex19_22:29755859-29755882:+_5-5	AP1B1	167	192
ABCC3_CCDS32681.1_ex7_17:48738310-48738333:+_5-5	ABCC3	413	380
sgPASK_3	PASK_LS	213	265
PSMA6_CCDS61437.1_ex3_14:35780003-35780026:+_5-1	PSMA6	10	296
PPP1R1B_CCDS11339.1_ex4_17:37790172-37790195:+_7-6	PPP1R1B	185	263
POLD2_CCDS5477.1_ex6_7:44156805-44156828:-_5-2	POLD2	111	463
IQCF3_CCDS46837.1_ex2_3:51864582-51864605:+_5-4	IQCF3	599	747
LGALS7_CCDS33012.1_ex1_19:39262609-39262632:+_5-4	LGALS7	381	562
LRTOMT_CCDS44667.1_ex1_11:71804728-71804751:-_14-7	LRTOMT	636	565
sgSUZ12_7	SUZ12_LS	317	503
SPINK8_CCDS46822.1_ex2_3:48361092-48361115:+_5-4	SPINK8	329	371
SHISA5_CCDS2770.1_ex2_3:48511142-48511165:+_5-5	SHISA5	549	689
PIK3CD_CCDS104.1_ex1_1:9775813-9775836:-_5-2	PIK3CD	321	519
RHOV_CCDS10068.1_ex2_15:41166115-41166138:+_5-4	RHOV	167	388
EPHA7_CCDS5031.1_ex12_6:94066524-94066547:+_5-3	EPHA7	521	600
LYSMD4_CCDS10381.1_ex3_15:100272028-100272051:-_9-8	LYSMD4	567	418
RNASEK_CCDS45594.2_ex0_17:6915994-6916017:-_5-2	RNASEK	148	355
MTMR1_CCDS14695.1_ex6_X:149898992-149899015:-_5-3	MTMR1	332	262
ACADM_CCDS44165.1_ex3_1:76198544-76198567:+_5-1	ACADM	259	274
SFTA2_CCDS4691.1_ex1_6:30899498-30899521:+_5-4	SFTA2	407	519
sgRBM14_3	RBM14_LS	92	499
GPR82_CCDS14259.1_ex0_X:41586719-41586742:-_5-5	GPR82	231	572
B4GALT2_CCDS506.1_ex1_1:44447517-44447540:-_5-3	B4GALT2	205	424
GALK2_CCDS32236.1_ex6_15:49575795-49575818:+_5-5	GALK2	106	274
KIFC1_CCDS34430.1_ex5_6:33371875-33371898:+_5-4	KIFC1	130	275
GABRA2_CCDS3471.1_ex3_4:46307608-46307631:+_5-2	GABRA2	588	622
RAB36_CCDS13805.1_ex1_22:23488850-23488873:+_5-2	RAB36	246	403
ANG_CCDS9554.1_ex0_14:21162022-21162045:-_5-5	ANG	288	426
IFITM3_CCDS41585.1_ex1_11:320575-320598:+_5-1	IFITM3	115	336
EBAG9_CCDS6313.1_ex2_8:110566952-110566975:+_5-2	EBAG9	234	194
CLEC2B_CCDS8605.1_ex2_12:10010192-10010215:-_5-5	CLEC2B	347	404
C9orf37_CCDS35189.1_ex0_9:140510292-140510315:-_5-1	C9orf37	387	574
sgYES1_10	YES1_LS	253	460
WNT7B_CCDS33667.1_ex2_22:46345902-46345925:+_5-4	WNT7B	343	432
SYCN_CCDS46070.1_ex1_19:39694792-39694815:-_5-5	SYCN	302	501
ZNF134_CCDS42638.1_ex1_19:58131690-58131713:-_5-2	ZNF134	587	671
HIST1H4L_CCDS4637.1_ex0_6:27841142-27841165:-_5-3	HIST1H4L	270	412
TWISTNB_CCDS34606.1_ex3_7:19748380-19748403:+_5-4	TWISTNB	65	564
GGT1_CCDS42992.1_ex3_22:25016441-25016464:-_5-3	GGT1	402	520
PIWIL1_CCDS9268.1_ex3_12:130830948-130830971:-_5-2	PIWIL1	561	605
TEX30_CCDS66578.1_ex2_13:103421787-103421810:-_10-9	TEX30	276	506
sgTRMT61B_6	TRMT61B_LS	352	505
HNF1B_CCDS11324.1_ex6_17:36093644-36093667:-_5-2	HNF1B	163	601
PNMA1_CCDS9818.1_ex0_14:74180188-74180211:+_5-5	PNMA1	295	509
IMPA2_CCDS11855.1_ex2_18:12009953-12009976:-_5-2	IMPA2	518	445
FAM26E_CCDS5108.1_ex0_6:116833052-116833075:+_5-2	FAM26E	385	256
CDC42_CCDS221.1_ex0_1:22405055-22405078:-_5-1	CDC42	173	346
SIRPB2_CCDS42849.1_ex2_20:1459073-1459096:+_5-2	SIRPB2	134	205
CCKBR_CCDS7761.1_ex2_11:6291353-6291376:-_5-2	CCKBR	602	756
TSHZ1_CCDS12009.1_ex0_18:72997943-72997966:+_5-1	TSHZ1	694	821
POP4_CCDS12416.1_ex2_19:30101352-30101375:-_5-1	POP4	214	696
CHD1L_CCDS58021.1_ex3_1:146740448-146740471:-_5-2	CHD1L	307	340
ST6GAL2_CCDS2073.1_ex4_2:107459796-107459819:+_5-2	ST6GAL2	383	692
ARPC2_CCDS2410.1_ex3_2:219099098-219099121:+_5-3	ARPC2	83	111
VSIG8_CCDS30913.1_ex3_1:159827674-159827697:-_5-2	VSIG8	512	669
TNFRSF10C_CCDS6037.1_ex4_8:22974171-22974194:-_5-4	TNFRSF10C	308	312
TAS1R1_CCDS81.1_ex1_1:6631004-6631027:-_5-2	TAS1R1	876	779
LIN52_CCDS32120.1_ex4_14:74567872-74567895:-_5-5	LIN52	161	281
KLHL2_CCDS34094.1_ex6_4:166218847-166218870:-_5-5	KLHL2	267	346
sgPRDM12_2	PRDM12_LS	639	471
IL10_CCDS1467.1_ex2_1:206944289-206944312:-_5-1	IL10	341	546
PER3_CCDS89.1_ex1_1:7845570-7845593:-_5-1	PER3	322	549
AKAP17A_CCDS14116.1_ex0_Y:1662574-1662597:+_5-1	AKAP17A	379	367
sgPOLR3K_5	POLR3K_LS	34	344
ARHGEF37_CCDS43385.1_ex7_5:149001289-149001312:+_5-5	ARHGEF37	417	454
CDCA8_CCDS424.1_ex1_1:38158588-38158611:+_5-1	CDCA8	269	341
SYT11_CCDS1122.1_ex1_1:155837999-155838022:-_5-1	SYT11	388	587
ADO_CCDS7266.2_ex0_10:64565001-64565024:-_5-2	ADO	274	372
LMBRD1_CCDS4969.1_ex8_6:70428949-70428972:+_5-2	LMBRD1	335	322
DPT_CCDS1275.1_ex2_1:168683522-168683545:+_5-1	DPT	310	527
CX3CL1_CCDS10779.1_ex1_16:57413636-57413659:-_5-1	CX3CL1	503	692
ADAM32_CCDS47846.1_ex10_8:39044414-39044437:+_5-3	ADAM32	51	47
COQ9_CCDS32459.1_ex3_16:57490489-57490512:-_5-4	COQ9	345	622
MTSS1_CCDS6353.1_ex8_8:125597343-125597366:+_5-5	MTSS1	237	466
sgF8_3	F8_LS	119	132
RASSF5_CCDS1463.1_ex3_1:206757801-206757824:-_7-6	RASSF5	204	360
C16orf93_CCDS32434.2_ex8_16:30772906-30772929:-_5-4	C16orf93	451	743
MMP8_CCDS8320.1_ex8_11:102593158-102593181:-_5-2	MMP8	254	422
IRS1_CCDS2463.1_ex0_2:227662533-227662556:+_5-3	IRS1	251	683
CLN3_CCDS10632.1_ex11_16:28499955-28499978:+_5-3	CLN3	932	784
LCP2_CCDS47339.1_ex19_5:169720315-169720338:+_5-5	LCP2	655	637
MFSD4_CCDS1455.1_ex0_1:205538402-205538425:-_5-1	MFSD4	27	4
CTRL00309	NON-TARGETING	212	367
CASP5_CCDS44718.1_ex5_11:104874092-104874115:-_7-6	CASP5	730	666
FKRP_CCDS12691.1_ex0_19:47259232-47259255:+_5-4	FKRP	513	689
sgINTS1_1	INTS1_LS	231	416
SCLY_CCDS2524.2_ex5_2:238990705-238990728:+_5-5	SCLY	405	479
sgNUP133_10	NUP133_LS	94	508
sgLBR_9	LBR_LS	342	415
sgSGOL2_4	SGOL2_LS	242	212
LRCH4_CCDS34706.1_ex11_7:100175858-100175881:+_5-2	LRCH4	259	314
TNFRSF10D_CCDS6038.1_ex5_8:23004473-23004496:-_5-3	TNFRSF10D	460	674
LRRC8B_CCDS724.1_ex0_1:90048636-90048659:-_5-3	LRRC8B	536	483
MAB21L1_CCDS9353.1_ex0_13:36050145-36050168:-_5-5	MAB21L1	247	403
CUZD1_CCDS7631.1_ex4_10:124596386-124596409:+_5-2	CUZD1	382	306
SLC16A7_CCDS8961.1_ex1_12:60165108-60165131:+_5-3	SLC16A7	416	389
TPD52L2_CCDS13540.1_ex4_20:62514065-62514088:+_5-4	TPD52L2	270	316
CHL1_CCDS2556.1_ex4_3:383643-383666:+_5-4	CHL1	435	482
FBXO9_CCDS55022.1_ex6_6:52947320-52947343:+_5-3	FBXO9	280	407
EXTL3_CCDS6070.1_ex0_8:28574689-28574712:-_5-5	EXTL3	425	701
GSX1_CCDS9326.1_ex0_13:28367076-28367099:-_5-3	GSX1	448	601
HNRNPDL_CCDS3593.1_ex6_4:83350482-83350505:-_5-4	HNRNPDL	210	430
sgREV1_4	REV1_LS	130	225
SH3YL1_CCDS42646.2_ex4_2:233135-233158:-_5-2	SH3YL1	261	381
ST8SIA6_CCDS31158.1_ex3_10:17373482-17373505:-_5-4	ST8SIA6	354	353
CDCA2_CCDS6049.1_ex8_8:25341591-25341614:+_5-5	CDCA2	189	362
ICAM1_CCDS12231.1_ex1_19:10385552-10385575:+_5-2	ICAM1	358	367
FBXL15_CCDS31273.1_ex2_10:104181626-104181649:+_5-2	FBXL15	530	605
PPT2_CCDS4740.1_ex2_6:32122942-32122965:+_5-1	PPT2	455	543
PON1_CCDS5638.1_ex5_7:94944702-94944725:-_5-3	PON1	217	301
sgPRDM1_2	PRDM1_LS	332	396
sgDTX3L_3	DTX3L_LS	155	346
ZFP69B_CCDS452.2_ex4_1:40928153-40928176:+_5-1	ZFP69B	328	445
MYLIP_CCDS4536.1_ex3_6:16143253-16143276:+_5-3	MYLIP	155	162
CPAMD8_CCDS42519.1_ex33_19:17113108-17113131:+_5-2	CPAMD8	374	409
CDKL2_CCDS3570.1_ex8_4:76539611-76539634:-_5-5	CDKL2	262	255
ASTN2_CCDS6815.1_ex12_9:119625936-119625959:+_14-10	ASTN2	515	707
CTSW_CCDS8117.1_ex3_11:65649745-65649768:+_5-4	CTSW	785	725
ZFP30_CCDS33005.1_ex0_19:38126483-38126506:+_5-1	ZFP30	471	566
LIG3_CCDS11284.2_ex6_17:33319656-33319679:+_5-5	LIG3	220	434
TCTE3_CCDS5310.1_ex2_6:170144237-170144260:+_5-3	TCTE3	426	385
VLDLR_CCDS34979.1_ex4_9:2643456-2643479:+_5-3	VLDLR	344	375
C1orf158_CCDS147.1_ex1_1:12815645-12815668:-_5-1	C1orf158	373	532
UBL3_CCDS9334.1_ex3_13:30351290-30351313:-_5-5	UBL3	259	270
SLC22A5_CCDS4154.1_ex0_5:131705780-131705803:+_5-1	SLC22A5	422	709
MIER1_CCDS41347.1_ex7_1:67436521-67436544:-_10-9	MIER1	157	195
C16orf71_CCDS10521.1_ex2_16:4790466-4790489:+_5-3	C16orf71	500	593
AARS2_CCDS34464.1_ex15_6:44274721-44274744:-_5-2	AARS2	329	426
SAP30_CCDS3817.1_ex0_4:174292420-174292443:+_5-1	SAP30	614	782
SCP2_CCDS41338.1_ex9_1:53453792-53453815:-_16-10	SCP2	411	708
ZNF430_CCDS32978.1_ex4_19:21239629-21239652:-_4-4	ZNF430	56	59
CD40_CCDS13393.1_ex2_20:44750931-44750954:+_5-2	CD40	226	394
PLSCR1_CCDS3135.1_ex3_3:146239707-146239730:+_5-1	PLSCR1	109	103
GPR174_CCDS14443.1_ex0_X:78426985-78427008:-_5-5	GPR174	344	527
UGT2B17_CCDS3523.1_ex4_4:69431278-69431301:+_4-1	UGT2B17	388	298
AMTN_CCDS3542.1_ex3_4:71390672-71390695:-_5-5	AMTN	150	229
FMOD_CCDS30976.1_ex1_1:203317247-203317270:+_5-4	FMOD	340	344
sgSUPV3L1_10	SUPV3L1_LS	170	452
MED28_CCDS33963.1_ex3_4:17625218-17625241:+_5-4	MED28	137	419
ERO1L_CCDS9709.1_ex9_14:53133119-53133142:+_5-2	ERO1L	94	222
PAX5_CCDS65039.1_ex3_9:37002738-37002761:+_10-5	PAX5	361	506
RAC1_CCDS5348.1_ex2_7:6431584-6431607:+_5-2	RAC1	99	226
CFP_CCDS14282.1_ex7_X:47489025-47489048:+_5-5	CFP	172	241
sgUCHL3_5	UCHL3_LS	502	483
STAB1_CCDS33768.1_ex17_3:52540749-52540772:+_5-2	STAB1	647	847
C1orf95_CCDS31044.1_ex0_1:226736753-226736776:-_5-2	C1orf95	571	623
ACKR2_CCDS2706.1_ex0_3:42906140-42906163:-_5-1	ACKR2	27	54
CNN2_CCDS12053.1_ex2_19:1032386-1032409:-_5-3	CNN2	616	467
N4BP3_CCDS34307.1_ex1_5:177547205-177547228:+_5-4	N4BP3	261	390
MRPL24_CCDS1155.1_ex2_1:156707843-156707866:+_5-2	MRPL24	173	450
SLC25A21_CCDS55913.1_ex9_14:37344161-37344184:+_5-5	SLC25A21	402	472
CCDC81_CCDS53691.1_ex4_11:86106392-86106415:+_5-2	CCDC81	205	278
ANGEL1_CCDS9852.1_ex8_14:77275483-77275506:+_5-3	ANGEL1	507	375
WARS_CCDS9960.1_ex5_14:100820174-100820197:-_5-3	WARS	59	294
CENPQ_CCDS4925.1_ex2_6:49439860-49439883:+_5-2	CENPQ	257	337
GFER_CCDS32368.1_ex0_16:2034373-2034396:-_5-1	GFER	311	667
SMIM4_CCDS46844.1_ex0_3:52570849-52570872:-_4-1	SMIM4	96	252
DNPEP_CCDS42823.1_ex10_2:220251002-220251025:-_5-1	DNPEP	460	542
DNAH1_CCDS46842.1_ex33_3:52400505-52400528:-_5-5	DNAH1	502	637
GBP6_CCDS723.1_ex4_1:89845953-89845976:-_5-4	GBP6	246	268
YWHAH_CCDS13901.1_ex1_22:32352358-32352381:-_5-4	YWHAH	247	394
TMPO_CCDS31879.1_ex0_12:98909772-98909795:+_5-1	TMPO	579	653
C15orf32_CCDS10373.1_ex0_15:93015737-93015760:-_5-5	C15orf32	346	327
sgMAP2K3_3	MAP2K3_LS	224	528
sgHDAC5_5	HDAC5_LS	219	500
PSG9_CCDS12618.1_ex4_19:43772248-43772271:+_5-5	PSG9	325	580
sgIFNG_1	IFNG_LS	143	296
NRN1_CCDS4495.1_ex1_6:6002598-6002621:+_5-4	NRN1	195	380
LCE1B_CCDS1027.1_ex0_1:152785022-152785045:-_3-2	LCE1B	213	380
AP1AR_CCDS3696.1_ex8_4:113187836-113187859:+_5-5	AP1AR	124	223
PDGFRL_CCDS6003.1_ex2_8:17478554-17478577:-_5-3	PDGFRL	489	465
GALNT18_CCDS7807.1_ex6_11:11398819-11398842:-_5-1	GALNT18	316	345
NOL3_CCDS42176.1_ex1_16:67208555-67208578:-_5-4	NOL3	319	675
RSPO1_CCDS41304.1_ex3_1:38082209-38082232:+_5-4	RSPO1	707	595
MMS22L_CCDS5039.1_ex23_6:97730184-97730207:-_5-5	MMS22L	111	670
MDM2_CCDS61189.1_ex2_12:69229634-69229657:+_5-2	MDM2	429	445
PLEK2_CCDS9782.1_ex6_14:67862228-67862251:+_5-3	PLEK2	300	528
IL22RA2_CCDS5182.1_ex2_6:137476250-137476273:-_7-4	IL22RA2	335	324
OPCML_CCDS31722.1_ex5_11:132526981-132527004:+_5-2	OPCML	213	240
BLOC1S5_CCDS4506.1_ex2_6:8041399-8041422:-_8-6	BLOC1S5	223	234
VEGFA_CCDS34457.1_ex3_6:43746222-43746245:-_17-16	VEGFA	691	561
CORO2A_CCDS6735.1_ex6_9:100894483-100894506:-_5-1	CORO2A	390	470
TBC1D8B_CCDS14522.1_ex1_X:106061945-106061968:-_5-1	TBC1D8B	243	445
ASCL3_CCDS7795.1_ex0_11:8959546-8959569:+_5-5	ASCL3	422	458
SNAP23_CCDS10087.1_ex3_15:42807436-42807459:+_6-3	SNAP23	158	238
KCTD3_CCDS1515.1_ex2_1:215747434-215747457:+_5-1	KCTD3	143	245
STX18_CCDS3377.1_ex7_4:4459194-4459217:-_5-2	STX18	31	490
ZCCHC7_CCDS6608.2_ex2_9:37304297-37304320:-_5-5	ZCCHC7	381	515
C1orf53_CCDS44290.1_ex0_1:197871939-197871962:-_5-2	C1orf53	587	775
ADRBK1_CCDS8156.1_ex10_11:67049395-67049418:-_5-5	ADRBK1	210	334
ADPRHL1_CCDS9535.1_ex5_13:114098761-114098784:-_5-5	ADPRHL1	192	362
ALAS1_CCDS2847.1_ex4_3:52239920-52239943:-_5-5	ALAS1	236	287
MED23_CCDS5146.1_ex22_6:131939619-131939642:+_5-4	MED23	107	139
TFG_CCDS2939.1_ex5_3:100463693-100463716:+_5-4	TFG	970	885
GREM1_CCDS10029.1_ex0_15:33022992-33023015:-_6-1	GREM1	1166	959
CXCL12_CCDS31186.1_ex1_10:44874164-44874187:-_11-6	CXCL12	563	417
DGKG_CCDS3274.1_ex21_3:186015969-186015992:-_5-5	DGKG	315	447
DUS3L_CCDS32880.1_ex8_19:5788064-5788087:+_5-3	DUS3L	528	584
sgUCHL5_6	UCHL5_LS	182	255
POLR3E_CCDS10605.1_ex11_16:22330191-22330214:-_5-5	POLR3E	181	544
TEKT1_CCDS11083.1_ex4_17:6719255-6719278:-_5-2	TEKT1	525	684
SEPN1_CCDS41282.1_ex4_1:26135250-26135273:+_5-5	SEPN1	616	694
INHBB_CCDS2132.1_ex0_2:121103890-121103913:+_5-1	INHBB	633	825
CLEC5A_CCDS5870.1_ex3_7:141643708-141643731:+_5-4	CLEC5A	552	474
ZNF224_CCDS33046.1_ex2_19:44605343-44605366:+_5-2	ZNF224	0	0
PGK1_CCDS14438.1_ex2_X:77369255-77369278:+_5-2	PGK1	329	282
MSMB_CCDS7235.1_ex2_10:51556774-51556797:+_7-4	MSMB	218	330
BSX_CCDS41728.1_ex1_11:122850003-122850026:+_5-2	BSX	368	460
PPP1R36_CCDS9767.1_ex7_14:65041273-65041296:-_5-4	PPP1R36	551	688
FBRSL1_CCDS45010.1_ex5_12:133144090-133144113:+_5-3	FBRSL1	358	441
GJA4_CCDS30669.1_ex0_1:35260038-35260061:-_5-1	GJA4	728	653
RBP1_CCDS3110.2_ex2_3:139257734-139257757:-_5-1	RBP1	346	301
RNF224_CCDS55356.1_ex1_9:140123268-140123291:-_5-3	RNF224	382	533
STAT1_CCDS2309.1_ex16_2:191862655-191862678:+_5-3	STAT1	69	90
METTL14_CCDS34053.1_ex8_4:119625082-119625105:+_5-3	METTL14	52	75
SSX5_CCDS14288.1_ex5_X:48054452-48054475:-_9-5	SSX5	127	992
PLXDC2_CCDS60497.1_ex4_10:20436747-20436770:+_5-5	PLXDC2	59	57
ADIPOQ_CCDS3284.1_ex1_3:186572028-186572051:-_5-3	ADIPOQ	425	426
TSEN34_CCDS42609.1_ex0_19:54695427-54695450:-_5-1	TSEN34	281	953
ZNF385A_CCDS44910.1_ex4_12:54769649-54769672:+_5-5	ZNF385A	102	158
sgAGO3_5	AGO3_LS	207	217
LRRC15_CCDS3306.1_ex0_3:194081487-194081510:-_5-4	LRRC15	229	461
OSBPL5_CCDS31343.1_ex18_11:3147746-3147769:-_5-5	OSBPL5	774	826
SPIB_CCDS33080.1_ex3_19:50926176-50926199:-_9-3	SPIB	588	684
PNLIP_CCDS7594.1_ex5_10:118314735-118314758:-_5-4	PNLIP	476	604
IFRD2_CCDS46831.1_ex11_3:50329778-50329801:-_5-5	IFRD2	313	491
KMT2C_CCDS5931.1_ex23_7:151878426-151878449:+_5-1	KMT2C	486	573
C2orf57_CCDS2487.1_ex0_2:232457793-232457816:+_5-2	C2orf57	11	363
MAGEB3_CCDS14220.1_ex0_X:30254165-30254188:-_5-1	MAGEB3	249	240
SOX21_CCDS9473.1_ex0_13:95363902-95363925:+_5-3	SOX21	645	864
SUPT5H_CCDS12536.1_ex8_19:39950559-39950582:-_5-1	SUPT5H	213	727
sgTRIM28_7	TRIM28_LS	158	335
CD6_CCDS58137.1_ex4_11:60777091-60777114:+_5-5	CD6	372	432
NEK3_CCDS53871.1_ex8_13:52725343-52725366:+_5-3	NEK3	288	365
XPO6_CCDS42135.1_ex20_16:28187294-28187317:+_5-5	XPO6	219	381
TTC23_CCDS10379.2_ex9_15:99768777-99768800:+_5-5	TTC23	401	460
ZC3H7A_CCDS10550.1_ex19_16:11873125-11873148:-_5-5	ZC3H7A	207	513
sgAMHR2_6	AMHR2_LS	162	432
EREG_CCDS3564.1_ex1_4:75245199-75245222:+_5-1	EREG	289	426
DEFA5_CCDS5963.1_ex0_8:6913024-6913047:+_5-1	DEFA5	579	626
MYT1_CCDS13558.1_ex4_20:62839571-62839594:+_5-2	MYT1	488	670
MARS2_CCDS33358.1_ex0_2:198570378-198570401:+_5-2	MARS2	220	484
MCM7_CCDS5683.1_ex7_7:99695546-99695569:-_5-2	MCM7	16	158
SLC25A28_CCDS41559.1_ex2_10:101373631-101373654:+_5-4	SLC25A28	608	827
IL11_CCDS12923.1_ex1_19:55879606-55879629:-_8-3	IL11	372	643
ANKRD12_CCDS11843.1_ex4_18:9211681-9211704:+_5-1	ANKRD12	170	146
CCDC182_CCDS62263.1_ex0_17:55822484-55822507:+_5-5	CCDC182	612	817
ACTL9_CCDS12207.1_ex0_19:8808473-8808496:-_5-1	ACTL9	665	478
CDRT15_CCDS32569.1_ex1_17:14139722-14139745:+_5-1	CDRT15	388	509
TNFRSF19_CCDS55893.1_ex1_13:24233347-24233370:-_5-2	TNFRSF19	299	353
DCAF5_CCDS32106.1_ex0_14:69522267-69522290:+_5-4	DCAF5	318	522
sgARFGEF2_1	ARFGEF2_LS	384	468
GLCCI1_CCDS34601.1_ex1_7:8043567-8043590:-_5-4	GLCCI1	244	328
SH3GL2_CCDS6483.1_ex3_9:17786409-17786432:+_5-2	SH3GL2	476	487
LELP1_CCDS30869.1_ex0_1:153177275-153177298:-_5-1	LELP1	279	576
GPR182_CCDS8927.1_ex0_12:57389493-57389516:-_5-5	GPR182	690	950
TMEM221_CCDS54230.1_ex0_19:17547532-17547555:-_5-1	TMEM221	610	607
RTEL1_CCDS13530.3_ex15_20:62319063-62319086:-_5-4	RTEL1	289	675
EMC1_CCDS190.1_ex12_1:19564581-19564604:-_5-2	EMC1	200	282
ZNF700_CCDS32915.1_ex3_19:12059359-12059382:-_5-2	ZNF700	483	513
SFTPC_CCDS43722.1_ex1_8:22020142-22020165:+_5-1	SFTPC	273	476
RPH3A_CCDS31904.1_ex9_12:113314653-113314676:+_5-5	RPH3A	372	397
TAF13_CCDS30788.1_ex1_1:109608797-109608820:-_5-4	TAF13	152	314
CMTR2_CCDS10898.1_ex0_16:71319200-71319223:-_5-3	CMTR2	334	370
NCBP2_CCDS3323.1_ex1_3:196664471-196664494:-_7-3	NCBP2	29	221
EIF2B3_CCDS517.1_ex8_1:45407252-45407275:+_5-3	EIF2B3	6	211
TNNT1_CCDS12917.1_ex5_19:55652261-55652284:-_5-2	TNNT1	390	486
ATP1B2_CCDS32550.1_ex2_17:7557228-7557251:-_5-3	ATP1B2	475	381
PTPN22_CCDS863.1_ex13_1:114397559-114397582:-_5-1	PTPN22	155	233
CREBRF_CCDS34293.1_ex2_5:172517639-172517662:-_5-3	CREBRF	145	116
CCKBR_CCDS7761.1_ex2_11:6291542-6291565:-_5-5	CCKBR	469	742
MSRB3_CCDS31853.1_ex4_12:65847503-65847526:-_5-3	MSRB3	498	389
IFIT5_CCDS7403.1_ex1_10:91177339-91177362:+_5-3	IFIT5	145	121
SEZ6L_CCDS13833.1_ex3_22:26692886-26692909:+_5-3	SEZ6L	639	867
SAMD12_CCDS47913.1_ex2_8:119452137-119452160:+_5-1	SAMD12	532	623
C19orf81_CCDS54296.1_ex2_19:51159526-51159549:+_5-3	C19orf81	503	528
USP7_CCDS32385.1_ex22_16:9009310-9009333:+_5-2	USP7	253	460
CCDC121_CCDS1759.1_ex0_2:27850251-27850274:+_5-1	CCDC121	364	574
RCCD1_CCDS32333.1_ex2_15:91500824-91500847:+_5-5	RCCD1	334	430
C17orf70_CCDS32765.2_ex6_17:79518121-79518144:+_5-3	C17orf70	217	558
C5AR2_CCDS12699.1_ex0_19:47844332-47844355:-_5-2	C5AR2	459	482
ATP6V0A2_CCDS9254.1_ex5_12:124212406-124212429:-_5-2	ATP6V0A2	313	353
TPR_CCDS41446.1_ex39_1:186328980-186329003:+_5-2	TPR	199	362
TMEM8C_CCDS35170.1_ex2_9:136384026-136384049:-_5-2	TMEM8C	439	808
WRAP53_CCDS11119.1_ex0_17:7592220-7592243:-_5-2	WRAP53	176	254
ABCG2_CCDS3628.1_ex9_4:89039397-89039420:-_5-1	ABCG2	96	190
CLDN16_CCDS3296.1_ex1_3:190120189-190120212:-_5-4	CLDN16	153	275
C5orf38_CCDS34131.1_ex1_5:2752767-2752790:+_5-5	C5orf38	477	586
VEZF1_CCDS32687.1_ex4_17:56060148-56060171:-_5-1	VEZF1	205	348
NHP2_CCDS34308.1_ex1_5:177580500-177580523:-_6-1	NHP2	137	154
B4GALNT1_CCDS61170.1_ex8_12:58025795-58025818:-_5-5	B4GALNT1	482	601
ITGA10_CCDS918.1_ex9_1:145532812-145532835:+_5-4	ITGA10	453	554
RPS10_CCDS4792.1_ex3_6:34392435-34392458:+_5-1	RPS10	327	507
CTC1_CCDS42259.1_ex20_17:8141771-8141794:-_5-4	CTC1	566	660
CCDC96_CCDS3395.1_ex0_4:7043917-7043940:+_5-1	CCDC96	387	639
SDR39U1_CCDS45091.1_ex1_14:24910097-24910120:+_5-2	SDR39U1	327	534
HEPH_CCDS14384.3_ex5_X:65409699-65409722:-_5-1	HEPH	467	362
sgMETTL3_9	METTL3_LS	506	467
LRP5_CCDS8181.1_ex8_11:68173991-68174014:+_5-4	LRP5	385	407
GBP1_CCDS718.1_ex5_1:89523668-89523691:+_5-3	GBP1	483	489
CACNA1H_CCDS45375.1_ex3_16:1246012-1246035:-_5-1	CACNA1H	385	500
sgPLK1_10	PLK1_LS	7	407
PGM3_CCDS4997.1_ex9_6:83896737-83896760:-_5-4	PGM3	221	396
PARM1_CCDS47077.1_ex1_4:75937867-75937890:-_5-4	PARM1	437	416
GRIN2C_CCDS32724.1_ex9_17:72847733-72847756:-_5-3	GRIN2C	397	477
NARG2_CCDS10176.1_ex13_15:60768281-60768304:+_5-5	NARG2	179	224
NPHS2_CCDS1331.1_ex4_1:179528830-179528853:-_5-3	NPHS2	328	403
WDR52_CCDS2972.1_ex14_3:113127961-113127984:-_5-2	WDR52	619	638
ALOX5_CCDS58078.1_ex5_10:45920471-45920494:-_5-5	ALOX5	176	240
TEAD4_CCDS31729.1_ex4_12:3127748-3127771:-_5-1	TEAD4	502	453
ETV7_CCDS4819.1_ex4_6:36341228-36341251:-_12-7	ETV7	337	603
ZNF680_CCDS34644.1_ex1_7:64004127-64004150:+_7-4	ZNF680	321	461
PNMA3_CCDS35435.2_ex0_X:152225690-152225713:+_5-3	PNMA3	381	376
CASP5_CCDS44718.1_ex4_11:104872808-104872831:-_7-4	CASP5	375	383
PKDCC_CCDS33186.2_ex0_2:42275890-42275913:+_5-5	PKDCC	516	553
KLF13_CCDS10025.1_ex0_15:31619848-31619871:-_5-4	KLF13	826	676
C2CD4D_CCDS44224.1_ex0_1:151811312-151811335:+_5-5	C2CD4D	474	881
IGF2R_CCDS5273.1_ex10_6:160461705-160461728:-_5-2	IGF2R	375	597
PANK4_CCDS42.1_ex17_1:2453218-2453241:-_5-4	PANK4	360	443
KDM8_CCDS10627.1_ex0_16:27221798-27221821:+_5-4	KDM8	434	638
TOLLIP_CCDS7723.1_ex4_11:1316873-1316896:-_5-5	TOLLIP	694	708
ERP29_CCDS44977.1_ex0_12:112451376-112451399:+_6-3	ERP29	317	543
sgSUPT5H_7	SUPT5H_LS	67	402
sgNTRK1_4	NTRK1_LS	372	478
